rubrique,regime,department,count
1510,Enregistrement,32,3
1520,,32,1
2515,,32,4
2521,Autorisation,32,1
2915,,32,2
2517,,32,1
2716,,32,6
2921,,32,5
3540,Autorisation,32,2
2760,Autorisation,32,3
2791,,32,3
2794,,32,2
1532,Inconnu,32,2
2560,Autorisation,32,3
2716,Inconnu,32,2
2111,Autorisation,32,3
2711,,32,2
2713,Autorisation,32,1
2791,Autorisation,32,1
2510,Autorisation,32,7
169,,32,4
1311,Enregistrement,32,1
1411,,32,1
1611,,32,1
2781,Autorisation,32,2
3532,Autorisation,32,1
2210,Autorisation,32,1
2221,Enregistrement,32,1
3660,Autorisation,32,1
169,,46,1
322,Autorisation,46,8
89BIS,,46,1
1510,Autorisation,46,1
1532,Inconnu,46,1
2410,Inconnu,46,1
2925,,46,4
2712,Enregistrement,46,4
254,,46,1
2510,Autorisation,46,38
2515,Autorisation,46,18
2517,,46,9
4220,Enregistrement,65,1
2515,,46,5
1510,Enregistrement,46,2
1511,Enregistrement,46,1
1530,,46,4
1532,,46,4
1630,,46,1
2230,,46,1
2661,Enregistrement,46,3
2663,,46,3
2750,Autorisation,46,1
2781,Autorisation,46,1
2910,,46,11
2910,Autorisation,46,1
2921,Enregistrement,46,2
3642,Autorisation,46,1
3710,Autorisation,46,1
4510,,46,3
4718,,46,5
4734,,46,1
4735,Autorisation,46,1
4735,,46,1
4802,,46,4
2561,,46,4
2562,Autorisation,46,2
2564,,46,3
2575,,46,3
3260,Autorisation,46,2
2220,Autorisation,46,3
2920,,46,4
1412,,46,7
2250,Autorisation,46,1
2260,Enregistrement,46,1
2415,Autorisation,46,5
2515,Enregistrement,46,10
2517,Enregistrement,46,8
2521,,46,7
4801,,46,5
367,Autorisation,46,1
2713,Autorisation,46,1
2714,,46,1
1412,Inconnu,46,1
1432,Inconnu,46,3
1435,Inconnu,46,5
2171,,46,3
2517,Inconnu,46,2
2710,,46,5
2713,Inconnu,46,1
2714,Autorisation,46,4
2715,,46,2
2716,,46,3
2718,,46,4
2780,,46,3
2791,,46,3
2910,Inconnu,46,1
2930,Inconnu,46,3
2780,Autorisation,46,1
2663,Enregistrement,46,1
2791,Autorisation,46,2
2710,Autorisation,46,1
2710,Enregistrement,46,3
2253,Autorisation,46,1
2111,,46,1
2210,,46,2
3660,Autorisation,46,2
1185,,46,1
2210,Autorisation,46,1
2355,,46,1
2101,Enregistrement,46,1
2510,Autorisation,65,18
2515,Autorisation,65,15
2517,Inconnu,65,3
2515,Enregistrement,65,2
2517,,65,6
2714,Inconnu,65,2
2716,Inconnu,65,3
2921,,30,18
1435,Enregistrement,65,1
2221,Autorisation,65,1
2920,,65,17
1432,Inconnu,65,6
1435,Inconnu,65,3
167,Autorisation,65,11
2260,Autorisation,65,5
2662,,65,5
2713,,65,2
2714,Autorisation,65,2
2718,Autorisation,65,4
2791,Autorisation,65,5
329,Autorisation,65,2
253,,65,1
2565,Autorisation,65,10
2565,,65,4
2940,Autorisation,65,7
2170,,65,2
2171,,65,2
2260,,65,5
322,Autorisation,65,6
1111,Inconnu,65,3
1180,,65,7
1331,Inconnu,65,1
1412,,65,6
2160,Enregistrement,65,4
2160,Inconnu,65,1
2910,,65,18
1432,Autorisation,65,1
2560,Autorisation,65,2
2561,,65,4
2566,Autorisation,65,1
1220,,65,3
1434,Inconnu,65,2
1450,Autorisation,65,4
1520,Autorisation,65,2
195,,65,2
2545,Autorisation,65,1
2546,Autorisation,65,3
1111,,65,5
1131,,65,4
1131,Inconnu,65,1
1175,Inconnu,65,2
1185,,65,1
1432,,65,9
1434,,65,5
1612,Inconnu,65,1
2575,,65,4
2661,,65,3
2910,Autorisation,65,5
2920,Autorisation,65,3
2921,Autorisation,65,2
2925,,65,6
2930,Autorisation,65,2
1175,,65,2
1200,,65,1
1310,Autorisation,65,1
1311,,65,2
2515,,65,10
2940,,65,3
2790,Autorisation,65,3
2560,,65,5
286,Autorisation,65,17
2930,,65,1
98BIS,,65,2
2712,Autorisation,65,2
1418,,65,2
1530,,65,3
2260,Inconnu,65,2
2410,Autorisation,65,4
2524,,65,4
2563,,65,1
2564,,65,5
2567,Inconnu,65,1
2570,Inconnu,65,1
2661,Inconnu,65,2
2662,Inconnu,65,3
2921,,65,2
2940,Inconnu,65,1
4110,,65,1
4715,,65,1
1155,,65,1
2160,Autorisation,65,2
1220,Inconnu,65,1
1418,Inconnu,65,1
2710,,65,3
2711,,65,3
2712,Enregistrement,65,2
2713,Autorisation,65,2
2713,Enregistrement,65,1
2714,,65,1
2516,,65,1
1520,,65,10
2520,Autorisation,65,1
2640,,65,1
2521,Autorisation,65,10
2915,,65,10
1433,Inconnu,65,1
2915,Autorisation,65,2
1BIS,,65,1
288,,65,1
120,,65,1
1521,Autorisation,65,1
153BIS,Autorisation,65,1
4801,,65,1
2760,Autorisation,65,4
1311,Enregistrement,65,5
2170,Autorisation,65,1
2780,Autorisation,65,1
1136,,65,1
2920,Inconnu,65,5
2921,Enregistrement,65,1
1311,Autorisation,65,1
1532,Autorisation,65,1
4719,Inconnu,65,1
4725,Inconnu,65,2
4734,Inconnu,65,1
2760,Enregistrement,65,8
3660,Autorisation,65,1
1630,Inconnu,81,7
2663,,81,6
2713,,81,10
2714,Autorisation,81,4
2718,Autorisation,81,14
2791,,81,5
2795,Autorisation,81,1
2910,Inconnu,81,22
4331,Inconnu,81,9
4510,Inconnu,81,14
2712,Enregistrement,81,20
2930,Inconnu,81,5
2663,Inconnu,81,7
2714,Inconnu,81,4
4734,Inconnu,81,29
2517,Inconnu,81,8
1180,,81,10
2515,Autorisation,81,9
2515,,81,10
2515,Enregistrement,81,15
2517,,81,16
1435,,81,1
2517,Enregistrement,81,7
4734,,81,6
1432,Inconnu,81,28
1435,Inconnu,81,20
2516,Inconnu,81,5
4718,Inconnu,81,9
4719,Inconnu,81,6
4725,Inconnu,81,5
1434,,81,7
1434,Autorisation,81,5
1436,,81,5
1510,Inconnu,81,3
1532,Inconnu,81,9
2640,,81,5
4310,Inconnu,81,4
4331,Enregistrement,81,5
4510,Autorisation,81,4
4511,Autorisation,81,1
4802,Inconnu,81,4
2210,Autorisation,81,5
2221,Autorisation,81,9
2731,Autorisation,81,3
2921,,81,15
167,Autorisation,81,8
3550,Autorisation,81,6
1111,Inconnu,81,2
1130,Autorisation,81,4
1131,,81,7
1131,Autorisation,81,7
1150,Autorisation,81,2
1150,,81,3
1151,,81,2
1171,Autorisation,81,5
1172,,81,6
1173,,81,3
1432,Autorisation,81,5
1433,,81,3
1433,Autorisation,81,5
1611,Inconnu,81,5
1810,Inconnu,81,1
2515,Inconnu,81,4
2660,Autorisation,81,2
2920,,81,45
3410,Autorisation,81,4
4110,Autorisation,81,4
4120,,81,3
4130,,81,9
4130,Autorisation,81,4
4140,,81,4
4441,Inconnu,81,2
4511,,81,3
4610,Inconnu,81,1
121,,81,1
1450,,81,6
153BIS,,81,4
1BIS,,81,1
253,,81,4
2560,Enregistrement,81,4
2564,,81,6
282,Autorisation,81,2
285,,81,2
288,,81,2
2940,,81,8
355,,81,2
361,,81,4
405,,81,5
1432,,81,8
1510,,81,14
2250,Enregistrement,81,1
4755,,81,1
1110,Autorisation,81,1
1111,,81,3
1111,Autorisation,81,4
1141,,81,1
1151,Autorisation,81,1
1175,Autorisation,81,2
1185,,81,4
1611,,81,3
1630,,81,2
1810,,81,1
1820,,81,3
2260,,81,14
2680,,81,1
2685,,81,1
2915,,81,5
2921,Enregistrement,81,7
3450,Autorisation,81,2
4001,Autorisation,81,3
4110,,81,1
4331,Autorisation,81,1
4421,,81,2
4441,,81,2
4510,,81,6
4610,,81,1
4630,,81,1
1430,Inconnu,81,5
1520,Autorisation,81,2
1530,Inconnu,81,10
2410,Autorisation,81,5
253,Inconnu,81,7
2920,Inconnu,81,15
2940,Autorisation,81,3
406,,81,3
81,,81,3
81QUA,,81,1
159,,81,4
2351,Inconnu,81,1
2360,,81,3
274,,81,7
340,,81,3
396,,81,5
2351,Autorisation,81,3
2351,,81,3
2355,,81,7
1412,,81,3
2360,Autorisation,81,1
341,,81,3
405,Inconnu,81,1
2561,,81,7
286,Autorisation,81,15
4725,,81,2
1530,Autorisation,81,1
1532,Enregistrement,81,1
1715,Autorisation,81,2
2260,Autorisation,81,9
2410,Enregistrement,81,4
2910,Autorisation,81,8
89,,81,1
1436,Inconnu,81,5
4220,Autorisation,81,3
4411,,81,2
240,,81,3
1416,Inconnu,81,1
1418,Inconnu,81,2
1434,Inconnu,81,11
2560,,81,4
2565,Autorisation,81,8
2565,,81,2
2575,,81,7
2661,,81,4
2662,,81,11
4110,Inconnu,81,2
4715,Inconnu,81,3
2221,,81,2
2750,Autorisation,81,3
2730,Autorisation,81,2
73,,81,1
2770,Autorisation,81,2
2251,Enregistrement,81,4
4718,,81,5
2523,Autorisation,81,4
2560,Inconnu,81,4
3350,Autorisation,81,2
1172,Autorisation,81,1
1173,Inconnu,81,2
1200,,81,1
1212,,81,3
1450,Autorisation,81,2
1611,Autorisation,81,1
4120,Inconnu,81,2
4140,Autorisation,81,3
4422,,81,1
4440,,81,1
4511,Inconnu,81,10
1710,,81,1
1710,Inconnu,81,1
2311,,81,2
2330,Autorisation,81,3
2518,,81,2
2662,Autorisation,81,2
2662,,82,10
286,Autorisation,82,12
2450,Autorisation,81,1
2950,,81,1
4320,Inconnu,81,2
4330,Inconnu,81,1
2661,Autorisation,81,2
2662,Enregistrement,81,4
361,Autorisation,81,1
211,,81,4
281,Autorisation,81,2
4130,Inconnu,81,2
1175,,81,2
2663,Enregistrement,81,1
2560,Autorisation,81,1
375,Inconnu,81,1
4140,Inconnu,81,1
4440,Inconnu,81,3
1220,Inconnu,30,3
1412,Inconnu,30,8
1418,Inconnu,30,4
1432,Inconnu,30,31
2517,Inconnu,30,6
2712,Autorisation,30,6
2713,Autorisation,30,14
2714,,30,8
2410,,81,5
2415,Autorisation,81,11
2450,Inconnu,81,1
2661,Enregistrement,81,4
2160,Inconnu,81,8
2160,Autorisation,81,5
1136,Autorisation,81,1
2160,,81,4
2260,Inconnu,81,5
2521,Autorisation,81,4
2521,,81,6
4801,,81,5
3642,Autorisation,81,2
89,Autorisation,81,3
1155,,81,4
1331,Inconnu,81,2
2170,Autorisation,81,7
2171,,81,8
2175,Inconnu,81,1
1131,Inconnu,81,1
1532,,81,10
2260,Enregistrement,81,4
2630,Autorisation,81,1
2910,Enregistrement,81,3
1412,Inconnu,81,2
2661,Inconnu,81,2
357QUI,Autorisation,81,1
211,Inconnu,81,3
2312,Autorisation,81,1
339,,81,2
2710,,82,5
2515,,82,13
2517,Enregistrement,82,7
138,Inconnu,81,1
81QUA,Inconnu,81,1
2710,Inconnu,81,1
2711,,81,2
2716,,81,8
2713,Enregistrement,81,1
2713,Autorisation,81,11
2718,,81,3
1432,Inconnu,91,29
1520,,91,6
2516,Inconnu,91,4
2517,Inconnu,91,3
2521,Autorisation,91,6
2910,,91,83
2915,,91,9
2940,Inconnu,81,2
2712,Autorisation,81,5
2791,Autorisation,81,9
1520,,81,2
2710,,81,10
2711,Autorisation,81,1
4310,,81,2
322,Autorisation,81,13
1530,,81,9
2780,,81,3
322,Inconnu,81,4
167,Autorisation,2B,3
322,Autorisation,2B,9
1311,,81,1
2550,,81,1
2552,,81,3
4210,,81,1
4220,Enregistrement,81,1
2781,,81,2
2781,Enregistrement,81,1
2221,Enregistrement,81,6
2980,Autorisation,81,20
2710,,06,15
2710,Enregistrement,06,11
4210,Autorisation,81,1
2771,Autorisation,81,1
1510,Enregistrement,82,3
1530,,82,10
2925,,82,19
1411,,81,1
2714,,81,6
2220,,81,2
2760,Enregistrement,81,11
2760,Autorisation,81,5
3540,Autorisation,81,3
1158,Autorisation,82,2
1532,,82,7
2410,,82,1
2660,Autorisation,82,1
2661,,82,4
2940,,82,2
3410,Inconnu,82,1
2510,Autorisation,82,18
2515,Autorisation,82,13
2515,Enregistrement,82,3
2517,Autorisation,82,3
1432,Inconnu,82,3
1435,Inconnu,82,4
2930,Inconnu,82,3
2713,Inconnu,82,1
2714,Inconnu,82,1
2716,Inconnu,82,1
2717,Autorisation,82,1
2790,Autorisation,82,1
2791,,82,2
2795,,82,1
1432,,82,12
1434,,82,14
2250,Enregistrement,82,1
2910,,82,20
1136,,82,4
1418,Inconnu,82,1
1510,Autorisation,82,11
1530,Inconnu,82,3
1611,Inconnu,82,2
1630,Inconnu,82,4
2230,Autorisation,82,2
2662,Inconnu,82,1
2910,Autorisation,82,2
2920,Autorisation,82,10
2921,,82,9
1418,,82,2
2220,Autorisation,82,4
2230,,82,1
1435,,82,2
2752,Autorisation,82,1
98BIS,,82,1
1511,Inconnu,82,1
2260,,82,5
2663,Inconnu,82,5
2920,,82,17
1412,,82,10
1414,,82,5
4734,,82,2
1412,Inconnu,82,2
2410,Autorisation,82,2
2415,,82,1
2560,,82,4
2661,Inconnu,82,1
2711,,82,3
2712,Autorisation,82,1
2713,Autorisation,82,1
2714,,82,4
2718,Autorisation,82,1
2791,Autorisation,82,1
1510,,82,5
2160,,82,3
2260,Autorisation,82,9
2254,Autorisation,82,1
2661,Autorisation,82,3
2160,Autorisation,82,9
2160,Enregistrement,82,2
2160,Inconnu,82,2
1511,Enregistrement,82,1
2920,Inconnu,82,4
167,Autorisation,82,3
2799,Autorisation,82,2
2921,Autorisation,82,3
322,Autorisation,82,8
1511,,82,2
2781,,82,1
1185,,30,3
1432,Autorisation,30,14
1434,Autorisation,30,14
1611,Autorisation,30,1
2750,Autorisation,30,2
2910,Autorisation,30,7
2795,Autorisation,82,1
1532,Autorisation,82,1
2662,Autorisation,82,3
2663,Enregistrement,82,1
1432,Autorisation,82,6
1434,Autorisation,82,1
2510,Autorisation,11,52
2515,,11,17
2255,,82,1
2710,,30,16
2251,Enregistrement,30,7
2710,Autorisation,82,1
2710,Enregistrement,82,2
2716,,82,2
2714,Autorisation,82,1
2517,,82,5
1111,,82,8
1131,,82,6
1172,,82,5
1173,,82,4
1523,,82,2
2718,,82,3
2101,Enregistrement,82,1
2210,Autorisation,82,1
1434,,11,4
1520,,11,2
2515,Autorisation,11,22
2521,,11,2
2517,Enregistrement,30,13
1432,,30,19
1520,,30,10
2515,Autorisation,30,40
2517,,30,16
2521,Autorisation,30,7
2915,,30,11
2920,,30,11
1532,Autorisation,11,1
2515,Enregistrement,11,4
2516,Enregistrement,11,1
2517,Enregistrement,11,4
2713,Enregistrement,11,1
2714,Enregistrement,11,2
2715,,11,3
1510,Enregistrement,11,3
2925,,11,7
1172,Inconnu,11,2
1432,Inconnu,11,19
1434,Inconnu,11,9
1510,Inconnu,11,3
2160,Inconnu,11,2
2221,,11,2
2260,Autorisation,11,9
2260,,11,6
2450,Inconnu,11,2
2910,Autorisation,11,4
2920,,11,13
4510,Inconnu,11,2
4734,Inconnu,11,8
2251,Autorisation,11,21
2910,,11,27
2171,,11,14
2250,Enregistrement,11,6
2260,Inconnu,11,4
2640,,11,5
2750,Autorisation,11,10
2921,,11,11
4130,,11,4
4755,,11,6
1435,Inconnu,11,13
89,,11,1
286,Autorisation,11,18
1532,,11,6
2410,,11,2
2415,Autorisation,11,3
1611,Inconnu,11,7
1630,Inconnu,11,3
2340,Enregistrement,11,3
2920,Inconnu,11,10
2713,Autorisation,11,4
2718,Autorisation,11,2
329,Autorisation,11,3
1111,Inconnu,11,1
1172,,11,1
1173,Inconnu,11,1
1435,,11,3
3642,Autorisation,11,1
4702,,11,6
1530,,11,9
2523,Autorisation,11,5
2663,Inconnu,11,3
2910,Inconnu,11,9
2712,Autorisation,11,13
153BIS,,11,1
211,,11,1
2250,Autorisation,11,3
253,Autorisation,11,2
2251,Enregistrement,11,7
1180,,11,2
1432,,11,3
2517,Autorisation,11,7
2524,,11,1
2560,,11,1
2662,,11,2
2663,,11,1
2940,,11,2
2712,Enregistrement,30,8
286,Autorisation,30,15
2510,Autorisation,30,76
2516,,11,5
2930,Inconnu,11,3
128,Autorisation,11,1
2255,,11,2
1131,,11,2
1433,,11,1
1611,,11,1
1612,,11,1
167,Autorisation,11,5
1720,Inconnu,11,1
2517,,11,15
2565,Autorisation,11,3
2640,Autorisation,11,1
1510,,11,4
2160,Enregistrement,11,2
2160,Autorisation,11,7
2260,Enregistrement,11,1
2517,Inconnu,11,3
2713,Inconnu,11,4
2714,,11,2
2716,Autorisation,11,5
2791,Autorisation,11,5
1434,Autorisation,11,6
1520,Autorisation,11,1
1414,Autorisation,11,3
1715,Autorisation,11,1
223,,11,1
2575,,11,1
1412,,11,4
1510,Autorisation,11,1
2920,Autorisation,11,5
2921,Enregistrement,11,3
1412,Inconnu,11,1
253,Inconnu,11,1
2160,,11,2
2915,,11,4
1131,Autorisation,11,1
4110,Autorisation,11,3
4140,Autorisation,11,1
4331,Enregistrement,11,2
4510,Autorisation,11,1
4511,Autorisation,11,1
81,,77,16
2518,,11,1
2980,Autorisation,11,25
2760,Enregistrement,11,3
2760,Autorisation,11,2
3540,Autorisation,11,2
2450,Autorisation,11,1
2795,Autorisation,11,1
2170,,11,2
2714,Autorisation,11,3
2170,Autorisation,11,2
2780,Autorisation,11,3
2782,Autorisation,11,1
2521,Autorisation,11,1
1532,Inconnu,11,1
2710,,11,3
2517,Autorisation,30,13
2524,,30,3
4734,,30,2
2515,Enregistrement,30,9
2920,Autorisation,30,11
2716,Enregistrement,30,2
1434,,30,15
253,,30,3
272,,30,1
282,Autorisation,30,1
361,,30,6
68,,30,1
2920,Inconnu,30,38
2930,Inconnu,30,6
1110,Autorisation,30,3
1111,,30,7
1130,Autorisation,30,3
1131,,30,9
1131,Autorisation,30,8
1171,Autorisation,30,5
1172,,30,5
1173,,30,2
1433,,30,7
1436,Autorisation,30,1
1450,Autorisation,30,8
1510,,30,13
1611,Inconnu,30,7
1630,Inconnu,30,10
2560,Inconnu,30,1
2921,Autorisation,30,2
4110,Autorisation,30,4
4120,Autorisation,30,4
4130,Autorisation,30,5
4140,,30,1
4140,Autorisation,30,4
4331,Enregistrement,30,4
4441,,30,3
4510,Autorisation,30,5
4511,Autorisation,30,2
4802,,30,1
1150,Autorisation,30,3
1416,,30,3
1418,,30,5
1611,,30,6
1715,,30,1
2925,,30,28
1111,Autorisation,30,5
1136,Autorisation,30,2
1136,Inconnu,30,2
1141,,30,1
1172,Inconnu,30,4
1173,Inconnu,30,4
1174,Autorisation,30,3
1175,Autorisation,30,2
1180,,30,7
1190,,30,2
1416,Inconnu,30,1
1419,,30,1
1420,Autorisation,30,1
1431,Autorisation,30,3
1433,Autorisation,30,7
1810,,30,4
2620,Autorisation,30,1
1136,,30,2
1138,,30,1
1141,Autorisation,30,1
1150,,30,2
1171,Inconnu,30,1
1200,,30,1
1436,,30,2
1530,,30,12
1620,Autorisation,30,1
1630,Autorisation,30,3
2160,,30,4
2260,,30,8
2560,,30,9
2680,,30,1
2915,Autorisation,30,3
1175,,30,1
2330,Autorisation,30,2
2565,Autorisation,30,5
2575,,30,6
2251,Autorisation,30,2
1412,,30,11
1450,,30,4
2550,Autorisation,30,2
2552,,30,1
1434,Inconnu,30,19
1435,Inconnu,30,8
2516,Inconnu,30,2
4734,Inconnu,30,4
1530,Inconnu,30,7
2170,Autorisation,30,4
2171,,30,11
2225,Autorisation,30,1
2250,Enregistrement,30,1
2260,Enregistrement,30,3
2640,Autorisation,30,2
2910,Enregistrement,30,1
2567,Autorisation,30,1
2940,Autorisation,30,4
1220,,30,3
1520,Autorisation,30,2
1532,,30,7
195,,30,1
2545,Autorisation,30,1
2547,Autorisation,30,1
2713,,30,3
4220,,30,1
4331,Inconnu,30,4
2410,Autorisation,30,5
2415,Autorisation,30,6
2930,,30,2
2718,Autorisation,30,12
2791,Autorisation,30,19
284,,30,1
2160,Inconnu,30,2
2240,Enregistrement,30,1
2260,Inconnu,30,2
4718,,30,2
1435,,30,3
2711,,30,4
2716,,30,5
1414,,30,7
1715,Autorisation,30,2
2450,Inconnu,30,2
2661,Autorisation,30,2
2662,Enregistrement,30,1
2663,Enregistrement,30,3
2663,Inconnu,30,8
2910,Inconnu,30,15
2565,,30,1
2930,Autorisation,30,1
2940,,30,7
406,,30,2
2714,Inconnu,30,1
2715,,30,3
2719,,30,1
2410,,30,3
1510,Enregistrement,30,5
2220,Autorisation,30,3
2250,Inconnu,30,1
4511,Inconnu,30,5
1131,Inconnu,30,2
2255,Autorisation,30,3
2780,Enregistrement,30,1
2921,Enregistrement,30,8
2780,,30,4
2795,Autorisation,30,1
2713,Inconnu,30,3
2770,Autorisation,30,2
2771,Autorisation,30,2
1510,Autorisation,30,8
2253,Autorisation,30,3
2563,Inconnu,30,1
2663,Autorisation,30,8
4331,,30,2
4735,,30,1
2710,Autorisation,30,3
2780,Autorisation,30,6
2782,Autorisation,30,1
322,,30,1
2220,Inconnu,30,2
2221,Inconnu,30,1
1220,Autorisation,30,1
2445,Autorisation,30,1
2450,,30,1
1180,Autorisation,30,1
2716,Inconnu,30,2
2717,Autorisation,30,1
2790,Autorisation,30,6
2795,,30,1
1172,Autorisation,30,3
1200,Inconnu,30,1
1510,Inconnu,30,5
1155,Autorisation,30,2
1173,Autorisation,30,2
1331,Inconnu,30,2
1412,Autorisation,30,1
1525,,30,1
1630,,30,2
2662,Autorisation,30,4
2791,,30,2
1530,Autorisation,30,4
272BIS,,30,1
1185,Inconnu,30,1
2711,Inconnu,30,1
1532,Autorisation,30,1
2740,Autorisation,30,1
4120,,30,1
4130,,30,7
4320,,30,1
4510,Inconnu,30,1
4718,Inconnu,30,2
4741,,30,1
4755,,30,2
4801,,30,1
2760,Enregistrement,30,2
2564,,30,4
1158,,30,1
2360,Autorisation,30,1
2661,,30,1
2663,,30,3
2220,,30,2
2410,Autorisation,34,2
2415,Autorisation,34,6
2920,,34,33
2565,Enregistrement,34,5
2940,,34,11
1436,,34,2
1450,Autorisation,34,6
1510,Autorisation,34,8
1511,,34,3
1530,Autorisation,34,4
1532,Autorisation,34,3
1630,Autorisation,34,3
2662,Autorisation,34,5
2663,Autorisation,34,8
2910,,34,37
2925,,34,27
4120,,34,1
4130,,34,8
4140,,34,2
4150,,34,1
4320,,34,5
4330,,34,2
4331,,34,7
4441,,34,3
4510,,34,8
4755,Autorisation,34,2
4801,,34,9
4802,,34,15
1185,Inconnu,34,3
4734,Inconnu,34,7
2221,Enregistrement,34,1
1414,Autorisation,34,1
1435,,34,6
1155,,34,3
1432,,34,14
1434,,34,24
2170,Autorisation,34,5
2171,,34,22
2250,Autorisation,34,9
2260,,34,17
2510,Autorisation,34,38
2517,,34,23
2340,Enregistrement,34,5
1412,,34,7
1510,,34,8
2253,Autorisation,34,2
2517,Autorisation,34,14
4441,Inconnu,34,1
4510,Inconnu,34,3
4719,Inconnu,34,1
4725,Inconnu,34,1
4802,Inconnu,34,2
1131,,34,6
1136,Autorisation,34,2
1136,Inconnu,34,4
1138,Autorisation,34,1
1141,Autorisation,34,2
1171,Autorisation,34,1
1185,,34,5
1432,Inconnu,34,4
1630,,34,3
2718,Autorisation,34,4
2920,Inconnu,34,10
2921,,34,21
4130,Autorisation,34,3
1520,,34,13
2521,Autorisation,34,15
253,,34,7
2915,,34,9
1110,,34,1
1111,,34,5
1130,,34,1
1171,,34,2
1172,,34,2
1173,,34,3
1174,Autorisation,34,1
1414,,34,6
1432,Autorisation,34,11
1433,Autorisation,34,3
1434,Autorisation,34,10
1436,Inconnu,34,1
1523,Autorisation,34,1
1530,,34,13
1532,,34,11
2260,Autorisation,34,7
2663,,34,9
2910,Inconnu,34,6
4110,Autorisation,34,2
4120,Autorisation,34,2
4140,Autorisation,34,2
4150,Autorisation,34,1
4331,Enregistrement,34,4
4510,Autorisation,34,1
4511,Autorisation,34,1
2160,Enregistrement,34,3
2160,Autorisation,34,3
2240,Autorisation,34,2
2712,Enregistrement,34,24
2799,Autorisation,34,3
2517,Enregistrement,34,5
1180,Autorisation,93,1
1434,,93,13
167,Autorisation,93,7
2750,Autorisation,34,6
2515,,34,8
211,,34,3
266BIS,,34,1
2713,Enregistrement,34,10
2791,,34,3
2575,,34,10
2770,Autorisation,34,1
2795,Autorisation,34,1
4710,Autorisation,34,2
4735,,34,5
4734,,34,7
1175,,34,2
1180,,34,6
1220,,34,4
2560,,34,9
2565,Autorisation,34,12
2515,Enregistrement,34,6
2940,Autorisation,34,7
3670,Autorisation,34,2
2250,Enregistrement,34,5
2780,,34,6
4755,,34,9
167,Autorisation,34,19
2251,Enregistrement,34,5
2255,,34,1
2661,Autorisation,34,3
2662,,34,9
2930,Inconnu,34,3
329,Autorisation,34,6
98BIS,,34,6
1450,,34,5
2120,Autorisation,34,1
2915,Autorisation,34,2
4110,,34,1
4420,,34,1
4733,,34,1
2410,,34,3
2570,,34,1
272,,34,1
1510,Inconnu,34,1
1511,Inconnu,34,1
1530,Inconnu,34,3
1532,Inconnu,34,4
1630,Inconnu,34,2
2661,Enregistrement,34,2
2663,Inconnu,34,2
2752,Autorisation,34,1
4422,Inconnu,34,1
1510,Enregistrement,34,9
4718,,34,4
1131,Inconnu,34,3
1212,,34,3
1433,,34,3
2660,Autorisation,34,3
2661,,34,3
4421,,34,1
2567,Autorisation,34,6
1435,Inconnu,34,1
2170,,34,7
2640,,34,1
2921,Enregistrement,34,9
1212,Autorisation,34,4
4440,,34,2
2330,Autorisation,59,23
2940,Autorisation,59,70
153BIS,,34,1
251,Autorisation,34,1
91,Autorisation,34,1
1611,,34,4
2663,Enregistrement,34,3
4001,Autorisation,34,2
1200,,34,3
1331,,34,1
1523,,34,2
1611,Autorisation,34,2
2521,,34,1
1310,Autorisation,34,2
2780,Autorisation,34,8
1230,,34,2
2516,,34,1
2930,,34,4
1418,,34,3
2795,,34,1
4511,Inconnu,34,1
2710,,34,7
2710,Enregistrement,34,8
2716,Enregistrement,34,2
2791,Autorisation,34,11
4310,,34,2
2714,,34,12
2715,,34,3
1612,,34,1
2716,,34,3
2771,Autorisation,34,1
1111,Inconnu,34,1
1151,Inconnu,34,1
1172,Inconnu,34,1
1173,Inconnu,34,1
1190,Inconnu,34,1
1450,Inconnu,34,1
2630,Autorisation,34,2
2685,,34,1
2920,Autorisation,34,8
2445,Autorisation,34,1
1311,Enregistrement,34,1
2101,,50,35
2101,Enregistrement,50,8
2980,Autorisation,34,12
2130,Autorisation,34,1
2716,Autorisation,34,11
2220,Enregistrement,34,6
2760,Enregistrement,34,16
2713,,34,1
2718,,34,3
2560,Autorisation,34,3
2561,,34,4
2562,Autorisation,34,1
2713,Inconnu,34,1
2714,Autorisation,34,4
2910,Autorisation,34,3
1520,,48,3
1521,Autorisation,48,2
1136,Autorisation,48,1
1412,,48,2
1415,Autorisation,48,1
1418,,48,1
1432,,48,1
1611,,48,1
1715,Autorisation,48,1
2560,Autorisation,48,1
2561,,48,2
2564,,48,3
2565,Autorisation,48,1
2575,,48,3
2910,,48,5
2920,,48,5
2921,Enregistrement,48,2
2925,,48,2
2940,Autorisation,48,1
4715,,48,1
4718,,48,2
4734,,48,1
167,Autorisation,48,2
1735,Autorisation,48,1
2510,Autorisation,48,34
2515,Autorisation,48,8
2565,Enregistrement,48,2
288,,48,1
2940,Inconnu,48,1
405,,48,3
1532,Inconnu,48,1
2260,Autorisation,48,2
89,Inconnu,48,1
1432,Inconnu,48,6
1434,,48,1
2521,Autorisation,48,3
2915,Autorisation,48,1
1414,,48,1
1530,,48,3
2254,Autorisation,48,1
2661,Enregistrement,48,2
2921,,48,2
2925,Inconnu,48,1
2940,,48,2
4130,,48,1
4411,,48,1
4422,,48,1
2515,Enregistrement,48,3
2515,,48,12
1420,Autorisation,48,1
1520,Autorisation,48,1
1523,Inconnu,48,1
1611,Inconnu,48,2
2661,Inconnu,48,2
2915,,48,3
1136,Inconnu,48,1
1138,,48,1
1173,Autorisation,48,1
1180,,48,1
