rubrique,regime,department,count
4220,Enregistrement,23,1
2710,,23,1
2710,Enregistrement,23,1
2515,Inconnu,23,1
2230,Autorisation,23,1
2714,Enregistrement,79,1
1430,Inconnu,79,1
1520,Inconnu,79,2
2522,Inconnu,79,1
4310,Inconnu,79,1
4801,,79,5
1450,,79,3
2640,Autorisation,79,1
1200,,79,1
4735,Autorisation,79,2
121,,79,1
251,,79,1
2552,,79,1
2560,Enregistrement,79,1
281,,79,2
282,,79,1
288,,79,2
406,,79,1
4110,,79,1
4410,,79,1
4420,,79,1
4716,,79,1
2563,Enregistrement,79,1
251,Autorisation,79,1
355,,79,2
2566,Autorisation,79,1
2567,Autorisation,79,2
2520,Autorisation,79,1
2790,Autorisation,79,1
3310,Autorisation,79,1
3520,Autorisation,79,3
4801,Autorisation,79,1
2710,Inconnu,79,1
4440,,79,1
2410,Inconnu,79,2
2714,Autorisation,79,7
2713,Inconnu,79,4
1455,,79,1
1630,,79,1
2795,,79,1
2350,Autorisation,79,2
2731,Autorisation,79,3
1531,,79,1
1532,Autorisation,79,1
2240,Autorisation,79,2
2570,,79,2
1190,Inconnu,79,1
211,Inconnu,79,1
1410,Inconnu,79,1
2340,Autorisation,79,2
2345,,79,1
2799,Autorisation,79,1
1173,,79,2
4511,,79,2
1435,Autorisation,79,1
2517,Inconnu,79,3
120,,79,1
2450,,79,1
89,Autorisation,79,1
269,,79,2
2662,Autorisation,79,6
2240,Enregistrement,79,1
2260,Enregistrement,79,1
68,,79,1
89BIS,Autorisation,79,1
2255,Autorisation,79,1
4320,,79,1
4741,Inconnu,79,1
4755,,79,1
128,Autorisation,79,1
1136,,79,1
1611,,79,1
1630,Autorisation,79,1
2270,Autorisation,79,1
4330,Autorisation,79,1
4150,Inconnu,79,1
4722,Inconnu,79,1
2794,,79,1
1612,,79,2
268,,79,1
89BIS,,79,1
89TER,Autorisation,79,1
4330,,79,1
1136,Autorisation,86,2
1511,,86,1
2220,Enregistrement,86,2
2915,Autorisation,86,4
2111,Inconnu,79,1
2516,Inconnu,79,1
2971,Autorisation,79,1
104,,87,1
279,,87,1
280,,87,1
2110,,79,1
2520,Autorisation,86,1
4735,,79,1
89,,86,1
2731,Autorisation,86,2
2521,,86,4
1220,Inconnu,86,7
1138,,86,1
2931,Autorisation,86,1
2663,,86,4
251,,86,2
255,,86,2
2545,Autorisation,86,1
2551,Autorisation,86,1
3220,Autorisation,86,1
3240,Autorisation,86,1
1111,Autorisation,86,3
3260,Autorisation,86,2
1611,,86,3
2450,,86,2
2450,Inconnu,86,2
3670,Autorisation,86,2
4802,Inconnu,86,3
322,Inconnu,86,2
1131,Autorisation,86,3
254,,86,1
257,Inconnu,86,1
2240,Autorisation,86,1
2240,Enregistrement,86,1
3410,Autorisation,86,1
1173,,86,1
1523,Inconnu,86,1
4120,Autorisation,86,2
4130,Autorisation,86,2
4140,Autorisation,86,2
4150,Autorisation,86,1
4510,Autorisation,86,1
4511,Autorisation,86,1
1110,,86,1
1130,Autorisation,86,1
1150,,86,1
1155,Autorisation,86,1
1200,,86,2
138,,86,1
1414,Autorisation,86,2
1523,Autorisation,86,1
251,Autorisation,86,1
2630,Autorisation,86,2
272,,86,1
357SEX,Autorisation,86,1
1430,Inconnu,86,1
4702,Autorisation,86,1
4703,Autorisation,86,2
4320,Inconnu,86,1
1175,Autorisation,86,1
1175,,86,1
1416,,86,1
1715,,86,1
1BIS,,86,2
261,Autorisation,86,1
264,,86,1
282,,86,1
285,,86,1
287,,86,1
3,,86,1
4713,,86,1
4715,,86,1
48BIS,,86,2
48TER,,86,3
2711,Enregistrement,86,1
2792,,86,1
3532,Autorisation,86,1
1810,,86,2
2915,Inconnu,86,1
2170,Autorisation,86,2
268BIS,Inconnu,86,1
253,Inconnu,86,1
302,,86,1
346,,86,1
2230,,86,2
2260,Enregistrement,86,1
1411,Autorisation,86,1
1420,Autorisation,86,2
1520,Autorisation,86,4
4701,,86,1
1521,Autorisation,86,2
216,,86,1
261,,86,1
261BIS,,86,1
4801,Autorisation,86,1
2420,Autorisation,86,1
4310,Inconnu,86,1
2415,,86,1
2440,Autorisation,86,1
2445,Autorisation,86,1
2564,Autorisation,86,1
289,,86,1
1330,,86,1
2170,,86,1
2564,Enregistrement,86,1
1520,Inconnu,86,1
2220,Inconnu,86,1
2221,Autorisation,86,2
1200,Autorisation,86,1
2172,,86,1
2780,Autorisation,86,1
2716,Inconnu,86,1
2719,,86,1
2795,Inconnu,86,1
4422,,86,1
2410,Inconnu,12,3
2111,Autorisation,86,2
2111,Enregistrement,86,3
1435,Inconnu,87,5
1175,Autorisation,87,1
1433,,87,3
2921,Autorisation,87,4
153BIS,,87,1
361,,87,1
1411,Autorisation,87,1
1611,,87,2
2430,Inconnu,87,1
2440,Autorisation,87,3
2560,,87,6
1510,Enregistrement,87,1
1412,,87,6
1414,Autorisation,87,3
1433,Inconnu,87,2
2567,Autorisation,87,1
2575,,87,4
2663,,87,2
4310,Autorisation,87,1
1311,,87,1
2793,,87,1
4220,Autorisation,87,1
2430,Autorisation,87,2
3610,Autorisation,87,2
1111,Autorisation,87,2
385QUI,,87,1
1139,Autorisation,87,1
1200,Autorisation,87,1
1220,,87,2
1432,Autorisation,87,1
1434,Autorisation,87,2
1530,Autorisation,87,1
1630,Autorisation,87,1
245,,87,1
2520,Autorisation,87,1
2640,,87,1
2921,Enregistrement,87,1
2661,Enregistrement,87,1
1130,,87,1
1418,,87,1
195,,87,1
2545,Autorisation,87,1
2546,Autorisation,87,2
2717,,87,1
2770,,87,1
2771,Autorisation,87,1
2790,,87,1
3250,Autorisation,87,1
3510,Autorisation,87,1
3550,Autorisation,87,1
2552,Autorisation,87,1
2562,,87,2
2565,,87,2
2260,Inconnu,87,1
2523,Autorisation,87,1
2570,Autorisation,87,1
2570,,87,1
1520,Autorisation,87,1
211,,87,1
1715,,87,1
2710,Autorisation,87,3
2790,Autorisation,87,1
4110,,87,1
4140,,87,1
4331,Enregistrement,87,1
4441,,87,2
4510,Inconnu,87,1
4511,Inconnu,87,1
4722,Inconnu,87,1
2752,Autorisation,87,2
284,,87,1
4718,,87,1
395,,87,1
2930,Autorisation,87,2
1720,Autorisation,87,1
2566,Autorisation,87,1
2931,Autorisation,87,1
2715,,87,1
2780,Autorisation,87,1
1410,Autorisation,87,1
2360,Autorisation,87,1
1158,Inconnu,87,1
1200,Inconnu,87,1
2564,Autorisation,87,1
2565,Inconnu,87,1
1510,,87,1
2663,Inconnu,87,1
322,Inconnu,87,1
1200,,87,1
1611,Autorisation,87,1
1710,Autorisation,87,1
1711,Autorisation,87,1
2712,Enregistrement,87,1
2517,Autorisation,09,3
1180,,09,4
2552,Autorisation,09,5
2560,Inconnu,09,2
2565,,09,5
1138,,09,1
2546,Autorisation,09,1
3250,Autorisation,09,1
4710,,09,1
1111,,09,1
1131,Autorisation,09,1
1131,,09,2
1132,Autorisation,09,1
1416,,09,1
1418,,09,6
2560,Autorisation,09,1
2713,Autorisation,09,2
2910,Autorisation,09,2
3260,Autorisation,09,2
4110,,09,3
4120,Autorisation,09,2
4719,,09,1
4210,Autorisation,09,2
4240,Autorisation,09,1
4440,Autorisation,09,1
1510,Autorisation,09,3
1510,Enregistrement,09,1
2321,,09,2
2330,Autorisation,09,2
2345,Autorisation,09,2
2663,,09,1
2910,Enregistrement,09,2
3620,Autorisation,09,1
1450,,09,1
2795,,09,1
2925,Inconnu,09,1
4331,Enregistrement,09,1
4511,,09,1
2712,Autorisation,09,1
2714,Autorisation,09,1
1155,Inconnu,09,1
1331,,09,1
2260,Inconnu,09,1
4510,Inconnu,09,2
4511,Inconnu,09,1
4702,Inconnu,09,2
2713,,09,1
2718,,09,1
1175,Inconnu,09,1
2330,,09,1
2340,,09,1
1172,,09,1
1412,Autorisation,09,2
1532,Inconnu,09,2
2516,,09,2
2930,,09,1
1530,Autorisation,09,1
1531,,09,2
2410,,09,1
3700,Autorisation,09,1
1311,Enregistrement,09,1
4321,,09,1
1311,,09,1
2517,Inconnu,09,2
2120,Enregistrement,09,1
2101,Autorisation,09,1
2716,Enregistrement,12,1
2780,Enregistrement,12,1
2782,Autorisation,12,1
2791,Autorisation,12,3
3532,Autorisation,12,1
3540,Autorisation,12,3
4310,,12,1
4210,,12,2
2524,,12,1
2210,Autorisation,12,6
3641,Autorisation,12,2
1132,Autorisation,12,1
1132,,12,1
1171,Autorisation,12,1
1200,Autorisation,12,1
2551,Autorisation,12,1
2551,,12,1
2713,Autorisation,12,4
2717,Autorisation,12,1
2717,,12,1
2770,Autorisation,12,2
2770,,12,1
2771,Autorisation,12,1
2790,Autorisation,12,3
2790,,12,1
3420,Autorisation,12,1
3510,Autorisation,12,1
3550,Autorisation,12,1
4120,,12,1
4441,Autorisation,12,1
4510,Autorisation,12,1
1532,Enregistrement,12,1
1450,Autorisation,12,1
1735,Autorisation,12,1
1431,Autorisation,12,1
4320,Inconnu,12,3
4330,Inconnu,12,1
4702,,12,3
2712,Autorisation,12,2
2713,Inconnu,12,2
2930,,12,1
2710,Autorisation,12,1
2714,,12,1
1530,Autorisation,12,1
2170,Autorisation,12,1
322,Inconnu,12,1
98BIS,Inconnu,12,2
1136,Inconnu,12,1
4441,Inconnu,12,1
4735,Inconnu,12,1
2515,Inconnu,12,1
2220,Enregistrement,12,1
2230,,12,2
2663,Autorisation,12,1
2663,Enregistrement,12,1
4220,Autorisation,12,1
2120,Autorisation,12,1
2170,,12,1
2340,Enregistrement,12,1
2781,,12,2
2713,Inconnu,31,4
2795,,31,1
2521,,31,2
251,,31,1
2930,,31,3
1131,Autorisation,31,1
1156,,31,2
1200,Autorisation,31,1
1220,,31,3
1411,,31,2
1416,,31,1
1418,Autorisation,31,1
4310,Autorisation,31,1
4442,Autorisation,31,1
2251,Enregistrement,31,1
1511,,32,1
361,,32,1
4729,Inconnu,32,1
4802,Inconnu,32,2
1433,Autorisation,31,1
1520,Autorisation,31,3
2565,Enregistrement,31,5
2566,Autorisation,31,1
4001,Autorisation,31,2
1175,Autorisation,31,1
2330,Autorisation,31,1
1414,Autorisation,31,4
1715,Autorisation,31,1
4718,Autorisation,31,1
1721,,31,1
1721,Inconnu,31,1
2516,Autorisation,31,1
2516,Enregistrement,31,1
4719,,31,1
4734,Enregistrement,31,2
4801,Autorisation,31,1
1172,Inconnu,31,1
1331,,31,2
2160,,31,3
328BIS,,31,1
1630,,31,1
2915,Autorisation,31,1
1521,,31,1
195,,31,1
2551,Autorisation,31,2
3240,Autorisation,31,1
2713,Enregistrement,31,4
4734,Autorisation,31,2
2552,Autorisation,31,1
1175,,31,1
1176,Autorisation,31,1
1611,,31,1
2175,Autorisation,31,1
2255,,32,3
1180,,31,2
2180,Autorisation,31,1
4735,Inconnu,31,1
4741,Inconnu,31,1
4755,Inconnu,31,2
1155,,31,1
357SEX,,31,1
89,,31,1
2794,Inconnu,31,1
2220,Enregistrement,32,2
329,Autorisation,31,1
1415,Autorisation,31,2
1416,Autorisation,31,1
4715,Autorisation,31,1
1131,,32,3
4755,Inconnu,32,1
1413,Autorisation,31,1
1413,Inconnu,31,1
1433,Inconnu,31,1
2711,Enregistrement,31,2
2515,Enregistrement,32,2
4725,,31,1
4150,Inconnu,31,1
2340,Inconnu,31,1
2792,,31,1
4220,Inconnu,31,1
2718,Autorisation,46,2
1185,Inconnu,32,2
4702,,32,2
4120,Inconnu,32,1
2221,Enregistrement,46,1
1230,Inconnu,32,1
2925,Inconnu,32,1
4719,Inconnu,32,1
4725,Inconnu,32,2
1511,Inconnu,32,1
2221,,32,2
2230,,32,2
3642,Inconnu,32,1
4441,,32,1
4735,Autorisation,32,1
4735,,32,1
211,,32,1
2445,,32,1
1450,Autorisation,32,1
2640,,32,1
4331,Inconnu,32,1
2330,,32,1
2340,Autorisation,32,1
2250,Autorisation,32,1
2560,Enregistrement,32,1
2575,,32,1
2931,Autorisation,32,1
1414,,32,2
1435,Enregistrement,32,1
2220,,32,1
2517,Enregistrement,32,1
2521,Enregistrement,32,1
2521,,32,2
4801,,32,1
2170,,32,1
2564,Autorisation,32,1
2565,Autorisation,32,1
2566,Autorisation,32,1
2101,Inconnu,32,1
1410,Autorisation,32,2
253,,32,1
2663,Inconnu,32,1
2714,Enregistrement,32,1
2101,Enregistrement,32,5
2781,,32,1
2517,Autorisation,46,4
1434,,46,3
1433,,65,2
2330,,65,1
1130,Autorisation,65,1
1131,Autorisation,65,1
1138,,65,1
1521,,65,1
1630,,65,1
2551,,65,1
2552,Autorisation,65,1
2567,Autorisation,65,2
2521,Autorisation,46,4
2915,,46,4
4734,Inconnu,46,2
1158,,81,1
2524,,81,1
2563,Inconnu,81,2
2660,,81,1
1111,,46,2
1111,Autorisation,46,2
1131,Autorisation,46,1
1136,,46,2
121,,46,1
1418,,46,2
1BIS,,46,1
251,Autorisation,46,1
2560,Enregistrement,46,3
2564,Autorisation,46,2
2565,,46,4
2567,Inconnu,46,1
285,,46,1
288,,46,1
2940,,46,2
405,,46,1
406,,46,1
4110,Autorisation,46,1
4120,Autorisation,46,1
4130,,46,2
4411,,46,1
4441,Autorisation,46,1
3670,Autorisation,46,1
1310,,65,1
2230,Autorisation,46,2
2920,Autorisation,46,2
2251,Enregistrement,46,1
167,Autorisation,46,1
1131,,46,2
1520,,46,2
1190,,46,2
2410,Autorisation,46,3
1173,Autorisation,46,1
1434,Autorisation,46,1
1520,Autorisation,46,2
1521,Autorisation,46,1
1532,Autorisation,46,1
2410,Enregistrement,46,1
3700,Autorisation,46,1
2160,,46,1
1311,Autorisation,46,1
2521,Enregistrement,46,1
2662,Enregistrement,46,1
2712,Autorisation,46,1
2713,,46,2
2260,,46,2
2711,Autorisation,46,1
2714,Inconnu,46,1
286,Autorisation,46,1
2714,Enregistrement,46,2
2794,,46,2
4331,Autorisation,46,1
4440,,46,1
2716,Enregistrement,46,1
2781,Enregistrement,46,3
2910,Enregistrement,46,2
3532,Autorisation,46,1
2780,Enregistrement,46,1
4310,,46,1
2102,Autorisation,46,1
2220,,46,1
2101,,46,1
2102,Enregistrement,81,2
2930,Inconnu,65,3
3642,Autorisation,65,2
2525,Autorisation,65,2
2210,Autorisation,65,1
2415,Autorisation,65,2
1435,,65,1
2716,Autorisation,65,1
2780,,65,1
1532,,65,1
2410,,65,1
1510,Inconnu,65,1
1530,Inconnu,65,1
2160,,65,2
2910,Inconnu,65,3
1510,,65,1
1150,Autorisation,65,1
2716,,65,1
2521,,65,1
2517,Autorisation,65,3
2518,,65,1
2522,Autorisation,65,1
2522,Enregistrement,65,1
376BIS,Autorisation,65,1
2663,Inconnu,65,1
2560,Enregistrement,65,1
2930,Enregistrement,65,1
95,,65,1
1715,Autorisation,65,1
2221,Enregistrement,65,1
2716,Inconnu,81,1
2111,Enregistrement,82,1
3660,Autorisation,82,1
1510,Autorisation,81,2
2530,Autorisation,81,1
3330,Autorisation,81,1
4719,,81,1
4734,Autorisation,81,1
4801,Inconnu,81,1
2170,,81,2
2780,Autorisation,81,4
2921,Autorisation,81,2
3641,Autorisation,81,1
1132,Autorisation,81,1
1212,Inconnu,81,1
1321,Inconnu,81,2
1419,Autorisation,81,2
2630,,81,2
2795,,81,1
2915,Autorisation,81,2
4411,Inconnu,81,1
4422,Inconnu,81,1
4620,Inconnu,81,2
4630,Autorisation,81,1
2563,,81,1
2564,Enregistrement,81,1
2566,Autorisation,81,3
2940,Enregistrement,81,1
3260,Autorisation,81,3
1136,Inconnu,81,1
1138,,81,1
1200,Inconnu,81,1
153BIS,Autorisation,81,1
2240,Autorisation,81,1
2410,Inconnu,81,1
4735,,81,1
1711,,81,1
1711,Inconnu,81,1
1721,Autorisation,81,1
2567,,81,1
4150,Inconnu,81,1
4321,Inconnu,81,1
2567,Autorisation,81,3
3230,Autorisation,81,1
2552,Autorisation,81,2
284,,81,1
328BIS,,81,1
2910,Enregistrement,11,2
2516,,81,1
98BIS,,11,2
2516,Enregistrement,81,1
2790,Autorisation,81,5
3510,Autorisation,81,2
2311,Autorisation,81,1
2321,,81,1
2550,Autorisation,81,1
2710,Autorisation,81,3
2715,,81,2
98BIS,,81,2
2567,Inconnu,81,1
1531,,81,1
153BIS,Inconnu,81,1
261BIS,,81,1
361,Inconnu,81,1
376BIS,Inconnu,81,1
1185,Inconnu,81,1
2662,Inconnu,81,2
2220,Enregistrement,81,1
4702,Inconnu,81,3
4705,Inconnu,81,1
336,,81,1
2752,Autorisation,81,1
2921,Inconnu,81,1
1220,Inconnu,81,1
2713,Inconnu,81,1
4801,Autorisation,81,1
81QUA,Autorisation,81,1
1413,Inconnu,81,1
2714,Enregistrement,81,2
2716,Enregistrement,81,1
3420,Autorisation,81,1
329,Autorisation,81,1
2710,Enregistrement,81,1
2521,Enregistrement,30,2
289,,81,1
2251,,81,1
2130,Autorisation,81,1
2515,Inconnu,82,1
2516,Inconnu,82,1
1155,,82,2
1172,Autorisation,82,1
1200,Autorisation,82,1
1311,Autorisation,82,1
1412,Autorisation,82,1
1450,Autorisation,82,3
2171,,82,3
2175,Autorisation,82,1
2663,,82,7
1131,Inconnu,82,2
1172,Inconnu,82,1
1173,Inconnu,82,1
1175,Autorisation,82,1
1200,Inconnu,82,1
1331,Inconnu,82,1
1433,,82,1
1450,,82,1
1510,Inconnu,82,1
2630,Autorisation,82,1
2910,Inconnu,82,7
357QUI,Autorisation,82,1
374,,82,1
1180,,82,3
2523,Autorisation,82,1
2570,Autorisation,82,1
2570,,82,1
2575,,82,2
1414,Autorisation,82,1
1131,Autorisation,82,2
1132,Autorisation,82,2
1523,Autorisation,82,1
2770,Autorisation,82,1
2771,Autorisation,82,1
2561,,82,2
2564,,82,3
2415,Autorisation,82,2
1520,,82,2
2521,Autorisation,82,3
2915,,82,1
1138,,82,1
1434,Inconnu,82,1
2552,Autorisation,82,1
2560,Autorisation,82,2
2712,Enregistrement,82,1
1158,Inconnu,82,2
2662,Enregistrement,82,2
2940,Autorisation,82,2
1136,Autorisation,82,2
2560,Enregistrement,82,1
2563,,82,1
2565,,82,2
2712,Autorisation,34,3
2713,Autorisation,34,4
2220,Enregistrement,82,1
2780,Autorisation,82,1
2760,Autorisation,82,1
2445,Autorisation,82,1
2360,Autorisation,82,1
1435,Enregistrement,82,1
1530,Autorisation,82,2
1531,,82,1
217,,82,1
4801,,82,1
1200,,82,1
1525,,82,1
1532,Enregistrement,82,1
1611,,82,1
2255,Autorisation,82,1
1220,,82,1
2102,Enregistrement,82,1
4801,Autorisation,11,2
4120,Inconnu,11,1
4130,Inconnu,11,1
4702,Inconnu,11,1
4718,,11,2
2711,Inconnu,11,2
2714,Inconnu,11,1
2716,Inconnu,11,1
2790,Autorisation,11,1
2792,,11,1
2795,,11,1
1530,Inconnu,11,2
2410,Inconnu,11,1
322,Autorisation,11,1
2930,,11,1
2931,Autorisation,11,1
153BIS,,30,1
246,,30,1
261,,30,2
282,,30,1
4210,Autorisation,11,1
4220,Autorisation,11,1
2540,Autorisation,11,1
322,Inconnu,30,2
1185,,11,2
4801,,11,1
1435,Enregistrement,11,3
4734,,11,1
2713,,11,1
1630,,11,1
1735,Autorisation,11,1
2797,Autorisation,11,1
1450,Autorisation,11,1
2520,Autorisation,11,1
4734,Enregistrement,11,1
266BIS,,11,2
2253,,11,1
4734,Autorisation,11,1
4755,Autorisation,11,1
1511,,11,1
2662,Inconnu,11,2
4140,,11,1
2410,Enregistrement,11,1
2260,Enregistrement,34,1
1185,Inconnu,11,1
1200,Inconnu,11,1
2220,Inconnu,11,1
2340,Autorisation,11,1
2560,Autorisation,30,3
2561,,30,1
3660,Autorisation,11,1
2175,Autorisation,34,1
2311,Autorisation,11,1
2321,,11,1
2560,Enregistrement,11,1
2561,,11,1
2661,Inconnu,11,1
2760,Autorisation,30,3
3510,Autorisation,30,1
3532,Autorisation,30,2
3540,Autorisation,30,2
3550,Autorisation,30,2
2516,,30,1
2521,Enregistrement,34,1
2712,Inconnu,30,1
1978,Inconnu,30,1
2925,Inconnu,30,3
1311,,30,1
1330,Inconnu,30,1
2520,Autorisation,30,1
253,Autorisation,30,1
261,Autorisation,30,1
3,,30,1
357QUI,Autorisation,30,1
357SEP,Autorisation,30,1
89,Autorisation,30,1
1532,Inconnu,30,1
51,Inconnu,30,1
2523,Autorisation,30,1
2570,Autorisation,30,1
2713,Enregistrement,30,2
2330,,30,1
2340,Enregistrement,30,3
1212,Inconnu,30,1
2660,Autorisation,30,2
254,,30,1
255,,30,1
405,,30,1
81,Autorisation,30,1
1155,,30,1
1523,,30,2
4150,Autorisation,30,1
2250,Autorisation,30,1
2175,Inconnu,30,1
2522,,30,1
2530,Autorisation,30,1
2531,Autorisation,30,1
2799,Autorisation,30,1
1612,,30,1
1720,,30,1
1720,Inconnu,30,1
1158,Autorisation,30,1
1155,Inconnu,30,1
1525,Inconnu,30,1
2255,,30,1
2321,,30,1
2710,Enregistrement,30,1
2560,Enregistrement,30,1
2515,Inconnu,30,1
2630,Autorisation,30,1
2221,,30,1
1436,Inconnu,30,1
4110,,30,1
4320,Inconnu,30,1
4440,Autorisation,30,1
2170,,30,1
1230,Inconnu,30,2
1331,,30,1
1523,Autorisation,30,1
4110,Inconnu,30,2
4120,Inconnu,30,2
4130,Inconnu,30,1
4140,Inconnu,30,2
1435,Enregistrement,30,1
2221,Autorisation,30,1
1530,Enregistrement,34,1
2210,Autorisation,30,2
1220,Inconnu,34,1
1414,Inconnu,34,1
2530,Autorisation,34,1
2531,Autorisation,34,1
2564,Inconnu,34,1
3330,Autorisation,34,1
2175,,34,1
1720,Autorisation,34,1
2560,Enregistrement,34,1
2565,,34,3
4718,Inconnu,34,3
1411,Autorisation,34,1
1710,Autorisation,34,1
1710,,34,1
1710,Inconnu,34,1
1711,Autorisation,34,2
1715,Autorisation,34,1
1720,,34,1
1720,Inconnu,34,1
2930,Autorisation,34,3
2711,Autorisation,34,1
1435,Enregistrement,34,1
1715,,34,1
2551,Autorisation,34,1
2710,Autorisation,34,2
2711,,34,2
1413,,34,1
2560,Inconnu,34,1
2640,Autorisation,34,1
1412,Inconnu,34,2
1434,Inconnu,34,3
2220,,34,2
2564,,34,1
2518,,34,1
2714,Enregistrement,34,1
1136,,34,2
1511,Autorisation,34,1
2782,Autorisation,34,1
322,Inconnu,34,1
1311,Autorisation,34,1
2220,Autorisation,34,1
4735,Autorisation,34,1
1611,Inconnu,34,1
4320,Inconnu,34,1
4331,Inconnu,34,1
1158,,34,1
2661,Inconnu,34,1
2660,,34,1
2760,Autorisation,34,2
4702,,34,2
2221,Autorisation,34,1
4442,,34,1
2516,Inconnu,34,1
3540,Autorisation,34,1
1511,Enregistrement,34,1
1525,,34,1
253,Autorisation,34,1
2517,Inconnu,34,1
2251,,34,1
2102,Enregistrement,34,1
4220,Enregistrement,48,1
2415,Autorisation,48,3
4510,,48,1
4511,,48,1
120,,48,1
153BIS,,48,1
183BIS,Autorisation,48,1
217,,48,1
2521,Enregistrement,48,1
253,,48,1
253,Inconnu,48,1
67,,48,1
2521,,48,2
4801,,48,1
1434,Inconnu,48,1
1520,Inconnu,48,1
1175,Autorisation,48,1
1432,Autorisation,48,1
1433,Autorisation,48,1
2260,Inconnu,48,1
286,Autorisation,48,1
1150,Autorisation,48,1
2910,Autorisation,48,1
2515,Inconnu,48,1
2661,,66,1
1412,,66,1
1414,,66,5
253,,66,1
395,,59,1
2210,Autorisation,48,1
2915,Enregistrement,66,1
2445,Autorisation,66,2
2450,Autorisation,66,1
3610,Autorisation,66,1
2516,Inconnu,66,2
1435,Enregistrement,66,2
4718,,66,4
1432,Autorisation,66,1
1434,Autorisation,66,1
1180,,66,1
2220,Autorisation,66,2
2230,Autorisation,66,2
2564,,66,1
70,Autorisation,59,1
1312,Autorisation,66,1
2518,Enregistrement,66,1
1158,Autorisation,66,1
2560,,66,2
2566,,66,1
2661,Autorisation,66,1
2661,Enregistrement,66,1
3410,Autorisation,66,1
4734,Enregistrement,59,1
3643,Autorisation,66,1
4755,Inconnu,66,1
2781,Enregistrement,66,2
4718,Autorisation,66,1
2521,Enregistrement,66,1
2715,,66,1
1435,Autorisation,59,1
2230,Enregistrement,59,1
2221,Enregistrement,66,1
4310,,66,1
4725,,66,1
2710,Inconnu,59,4
3550,Autorisation,59,2
4310,Inconnu,59,4
4320,,59,1
4755,Inconnu,59,1
4801,,59,3
2111,Enregistrement,59,2
1716,Autorisation,59,1
2797,Autorisation,59,1
2781,Enregistrement,59,2
68,Inconnu,59,1
1156,Inconnu,59,2
1176,Autorisation,59,2
2340,Inconnu,59,1
2670,Autorisation,59,1
1171,Autorisation,59,2
4150,Inconnu,59,1
4715,Inconnu,59,2
4802,Autorisation,59,1
1521,Autorisation,59,4
2714,Inconnu,59,4
2566,Inconnu,59,1
2562,Inconnu,59,1
1138,,59,1
1436,Inconnu,59,2
2518,,59,1
2522,,59,1
2719,,59,1
2760,Enregistrement,59,1
2781,Autorisation,59,2
2792,Autorisation,59,1
2794,Enregistrement,59,1
3510,Autorisation,59,1
3540,Autorisation,59,2
4310,,59,1
2522,Autorisation,59,2
2541,Autorisation,59,3
2718,Inconnu,59,1
271,Autorisation,59,1
272BIS,,59,1
4421,Autorisation,59,1
1413,Inconnu,59,1
1721,,59,1
4331,,59,2
2240,,59,1
4320,Inconnu,59,4
1141,,59,1
1523,,59,2
153BIS,,59,2
1610,Autorisation,59,1
270,Autorisation,59,1
384,,59,1
4716,,59,1
89TER,Autorisation,59,1
2564,Autorisation,59,1
1710,Autorisation,59,1
2731,Autorisation,59,2
287,,59,1
4120,,59,1
1710,,59,1
1523,Autorisation,59,2
1419,Inconnu,59,1
1810,Inconnu,59,1
18BIS,Autorisation,59,1
2531,Autorisation,59,2
408,Autorisation,59,1
2717,Autorisation,59,2
1212,Autorisation,59,2
153BIS,Inconnu,59,1
18BIS,,59,1
217,,59,1
23,Inconnu,59,1
281,,59,1
289,,59,1
2915,Inconnu,59,1
342,,59,1
342BIS,Autorisation,59,1
342BIS,,59,1
382,Inconnu,59,1
6,Inconnu,59,1
1332,Inconnu,59,1
2265,Autorisation,59,1
4220,,59,1
2175,Inconnu,59,1
1190,Inconnu,59,1
2566,,59,1
3410,Autorisation,59,1
4739,Inconnu,59,1
1620,,59,1
2711,Inconnu,59,1
167,Inconnu,59,1
2630,,59,1
1436,,59,1
4801,Inconnu,59,1
4702,Inconnu,59,1
4702,,59,1
1136,Inconnu,59,2
1330,,59,1
1180,Inconnu,59,1
4421,Inconnu,59,1
91,Autorisation,59,1
133,Autorisation,59,1
182,Autorisation,59,1
183,,59,1
1132,Inconnu,59,1
254,,59,1
258,,59,1
33BIS,,59,1
1311,Autorisation,59,1
2713,Inconnu,59,3
2255,Inconnu,59,2
98BIS,Inconnu,59,1
1220,Autorisation,59,1
1420,Inconnu,59,1
2791,,59,1
2221,,59,1
2231,,59,1
153,,62,1
2517,Enregistrement,62,7
2925,Inconnu,62,1
3642,Inconnu,62,1
4510,Inconnu,62,7
2714,Enregistrement,62,1
4210,,62,2
2524,,62,2
4331,,62,1
2950,,62,1
1511,,62,1
2566,Autorisation,62,1
2750,Autorisation,62,3
2253,Autorisation,62,3
2275,Autorisation,62,2
2931,Autorisation,62,1
2567,Inconnu,62,1
2791,,62,2
4130,Autorisation,62,2
4140,Inconnu,62,1
4331,Inconnu,62,6
4440,,62,1
4511,Inconnu,62,4
3670,Autorisation,62,1
4320,Inconnu,62,1
4321,Inconnu,62,1
4715,Inconnu,62,2
1720,,62,2
4120,Inconnu,62,1
4130,Inconnu,62,1
1414,Autorisation,62,1
2730,Autorisation,62,1
2670,Autorisation,62,1
1521,Autorisation,62,1
2541,Autorisation,62,1
4120,Autorisation,62,4
4331,Enregistrement,62,1
4722,,62,1
4735,Inconnu,62,2
1111,Inconnu,62,1
