nb_rows,max_nb_cols,nb_headers,has_headers_not_at_the_top,am_cid,max_colspan,max_rowspan
3,3,1,False,JORFTEXT000037032383,1,1
4,3,1,False,JORFTEXT000037032383,1,1
2,2,1,False,JORFTEXT000037032383,1,1
3,3,1,False,JORFTEXT000026695033,1,1
4,4,1,False,JORFTEXT000026695033,1,1
4,4,1,False,JORFTEXT000026695033,1,1
7,2,1,False,JORFTEXT000037032238,2,1
18,4,1,False,JORFTEXT000037032238,4,4
3,3,1,False,JORFTEXT000037032238,1,1
3,3,1,False,JORFTEXT000031259868,1,1
3,3,1,False,JORFTEXT000022727437,1,1
9,3,1,False,JORFTEXT000022727437,1,1
3,5,2,False,JORFTEXT000022727437,2,2
2,2,1,False,JORFTEXT000022727437,1,1
2,2,1,False,JORFTEXT000022727437,1,1
3,2,1,False,JORFTEXT000022727437,1,1
11,2,1,False,JORFTEXT000037284611,1,1
25,4,0,False,JORFTEXT000037284611,4,1
25,4,0,False,JORFTEXT000037284611,4,1
3,8,1,False,JORFTEXT000037284611,1,1
3,8,1,False,JORFTEXT000037284611,1,1
6,9,1,False,JORFTEXT000037284611,2,1
38,5,2,False,JORFTEXT000037284611,3,4
22,3,1,False,JORFTEXT000037284611,1,1
33,6,1,False,JORFTEXT000037284611,1,4
11,3,1,False,JORFTEXT000037284611,1,1
33,6,1,False,JORFTEXT000037284611,1,4
7,3,1,False,JORFTEXT000037284611,1,1
26,5,2,False,JORFTEXT000037284611,3,4
6,3,1,False,JORFTEXT000037284611,1,1
26,6,2,False,JORFTEXT000037284611,4,4
4,3,1,False,JORFTEXT000037284611,1,1
26,6,2,False,JORFTEXT000037284611,4,4
2,3,1,False,JORFTEXT000037284611,1,1
14,5,2,False,JORFTEXT000037284611,3,2
6,3,1,False,JORFTEXT000037284611,1,1
25,6,1,False,JORFTEXT000037284611,1,4
6,3,1,False,JORFTEXT000037284611,1,1
25,6,1,False,JORFTEXT000037284611,1,4
5,3,1,False,JORFTEXT000037284611,1,1
5,3,2,False,JORFTEXT000037284611,2,2
6,3,1,False,JORFTEXT000037284611,1,1
5,2,1,False,JORFTEXT000037284611,1,1
3,4,1,False,JORFTEXT000037284611,1,1
3,3,1,False,JORFTEXT000037284611,1,1
15,3,1,False,JORFTEXT000037284611,1,1
5,2,1,False,JORFTEXT000037284611,1,1
11,3,1,False,JORFTEXT000037284611,1,3
4,2,1,False,JORFTEXT000037284611,1,1
9,3,1,False,JORFTEXT000037284611,1,1
6,5,2,False,JORFTEXT000037284611,2,2
8,2,1,False,JORFTEXT000037284611,1,1
10,2,1,False,JORFTEXT000037284611,1,1
4,4,1,False,JORFTEXT000037284611,1,1
4,4,1,False,JORFTEXT000037284611,1,1
2,3,0,False,JORFTEXT000022865723,2,1
2,3,0,False,JORFTEXT000022865723,2,1
6,4,0,False,JORFTEXT000020008930,4,1
4,2,0,False,JORFTEXT000020008930,1,1
4,4,1,False,JORFTEXT000018049814,1,1
4,4,1,False,JORFTEXT000018049814,1,1
9,2,1,False,JORFTEXT000039397758,1,1
3,3,1,False,JORFTEXT000039397758,1,1
3,3,1,False,JORFTEXT000037518915,1,1
3,3,0,False,JORFTEXT000021334587,1,1
2,2,1,False,JORFTEXT000038528312,1,1
3,3,1,False,JORFTEXT000036126905,1,1
4,4,1,False,JORFTEXT000036126905,1,1
4,4,1,False,JORFTEXT000036126905,1,1
14,4,1,False,JORFTEXT000037284579,1,1
2,6,1,False,JORFTEXT000037284579,1,1
2,4,1,False,JORFTEXT000037284579,1,1
9,4,1,False,JORFTEXT000037284579,1,1
4,3,1,False,JORFTEXT000037284579,1,1
3,3,1,False,JORFTEXT000037284579,1,1
8,4,1,False,JORFTEXT000037284510,1,1
14,4,1,False,JORFTEXT000037284510,1,1
3,6,1,False,JORFTEXT000037284510,1,1
3,6,1,False,JORFTEXT000037284510,1,1
6,7,1,False,JORFTEXT000037284510,2,1
9,5,3,False,JORFTEXT000037284510,4,3
14,3,1,False,JORFTEXT000037284510,1,1
19,6,1,False,JORFTEXT000037284510,1,3
8,3,1,False,JORFTEXT000037284510,1,1
19,6,1,False,JORFTEXT000037284510,1,3
4,3,1,False,JORFTEXT000037284510,1,1
4,4,2,False,JORFTEXT000037284510,3,2
6,3,1,False,JORFTEXT000037284510,1,1
13,6,1,False,JORFTEXT000037284510,1,3
5,3,1,False,JORFTEXT000037284510,1,1
4,4,2,False,JORFTEXT000037284510,3,2
9,3,1,False,JORFTEXT000037284510,1,1
13,6,1,False,JORFTEXT000037284510,1,3
11,3,1,False,JORFTEXT000037284510,1,1
5,3,2,False,JORFTEXT000037284510,2,2
6,3,1,False,JORFTEXT000037284510,1,1
3,4,1,False,JORFTEXT000037284510,1,1
3,3,1,False,JORFTEXT000037284510,1,1
2,4,1,False,JORFTEXT000037284510,1,1
11,3,1,False,JORFTEXT000037284510,1,3
4,2,1,False,JORFTEXT000037284510,1,1
9,3,1,False,JORFTEXT000037284510,1,1
7,5,2,False,JORFTEXT000037284510,5,2
8,2,1,False,JORFTEXT000037284510,1,1
11,2,1,False,JORFTEXT000037284510,2,1
4,4,1,False,JORFTEXT000037284510,1,1
4,4,1,False,JORFTEXT000037284510,1,1
