rubriques,years,departments,occurrences
2921,2015,57,7
32,1985,57,1
355,1994,57,2
385QUA,1994,57,1
120,1977,57,1
153BIS,1977,57,1
251,1977,57,1
253,1977,57,1
261,1977,57,1
272,1977,57,1
282,1977,57,2
342BIS,1977,57,1
361,1977,57,2
375,1977,57,2
408,1977,57,1
81,1977,57,1
211,1814,57,2
2560,1814,57,3
287,1814,57,1
405,1814,57,1
406,1814,57,1
153BIS,1992,57,2
251,1992,57,1
282,1992,57,2
284,1992,57,1
361,1992,57,1
1220,2012,57,4
2560,2012,57,2
2575,2012,57,1
2795,2012,57,1
2940,2012,57,3
2561,2001,57,3
2565,2007,57,4
2575,2001,57,5
195,2000,57,1
2515,2007,57,4
2517,2007,57,4
2545,1986,57,1
2560,2000,57,5
2561,2007,57,2
2750,2000,57,1
2930,2007,57,2
3110,2016,57,1
3220,2016,57,1
3230,2016,57,1
4130,2016,57,1
4719,2016,57,2
1434,1997,57,3
1510,1997,57,2
2910,1997,57,9
2925,1997,57,2
1180,1998,57,6
1450,1998,57,3
2560,1998,57,10
2910,1998,57,11
2925,1998,57,5
2566,2004,57,1
1131,2013,57,1
1185,2013,57,3
1412,2013,57,2
1414,2013,57,1
1432,2013,57,3
1433,2013,57,1
1435,2013,57,1
2560,2013,57,2
2564,2013,57,1
2565,2013,57,1
2661,2013,57,5
2662,2013,57,2
2663,2013,57,2
2910,2013,57,5
2921,2013,57,2
2925,2013,57,1
2940,2013,57,2
159BIS,1978,57,1
211,1978,57,1
253,1978,57,3
281,1978,57,1
1136,2005,57,1
1185,2015,57,1
1220,2005,57,2
1220,2015,57,2
1416,2005,57,1
1418,2005,57,2
167,2005,57,1
2718,2015,57,4
2940,2005,57,4
1520,1998,57,1
167,1998,57,5
1715,2010,57,5
2515,1998,57,3
253,1998,57,6
2545,1998,57,4
2920,1998,57,11
2515,2013,57,3
2517,2013,57,3
2521,2013,57,5
4734,1997,57,1
4801,1997,57,2
48BIS,1997,57,1
48TER,1997,57,1
2710,2003,57,2
2760,2003,57,2
322,1998,57,3
2510,2010,57,3
2930,1998,57,2
89BIS,1976,57,1
2712,1978,57,1
282,1983,57,2
211,1992,57,1
272,1992,57,1
405,1992,57,1
406,1992,57,2
211,1988,57,1
2340,1996,57,1
2345,1996,57,1
251,1979,57,1
253,1988,57,2
2925,1996,57,4
91,1988,57,1
1510,2003,33,5
167,2003,33,2
2714,2003,33,1
2718,2003,33,1
98BIS,2003,33,1
1412,2007,57,3
1414,2007,57,2
1416,2002,57,1
1416,2007,57,1
1418,2002,57,4
1510,2007,57,2
153,1988,57,1
2552,2005,57,1
2560,2005,57,4
2561,2002,57,2
2575,2002,57,1
2661,2002,57,3
2661,2007,57,4
2662,2002,57,4
2662,2007,57,4
2921,2007,57,2
2925,2007,57,5
2940,2002,57,3
3,1988,57,1
406,1982,57,1
1530,1997,57,1
2260,1997,57,1
2661,1997,57,6
2714,2015,57,3
2716,2015,57,4
322,1997,57,4
329,1997,57,1
98BIS,1997,57,3
1432,1997,57,2
1435,1997,57,1
2515,1997,57,3
2712,1997,57,1
361,1997,57,1
1523,2007,57,1
167,1984,57,1
2760,2014,57,2
4801,2017,57,2
268BIS,1992,57,1
89TER,1991,57,1
1435,2001,57,1
2795,2001,57,2
2930,2001,57,3
2561,2008,57,1
2565,2003,57,3
2567,2003,57,2
2921,2005,57,9
3110,2003,57,1
4719,2003,57,1
4725,2003,57,1
4735,1995,57,1
4802,2015,57,1
1155,1999,57,1
1180,1999,57,3
2160,1999,57,1
2260,1999,57,1
2260,1814,57,2
2910,1999,57,8
2920,1999,57,6
2560,1997,57,7
2565,1997,57,4
2915,1997,57,1
1180,1997,57,3
2517,1997,57,1
1185,2005,33,1
1432,2005,33,8
1530,2005,33,10
2910,2005,33,12
2920,2005,33,12
2921,2005,33,5
2925,2005,33,11
2515,1996,57,3
2517,2017,57,4
253,1996,57,2
4734,2017,57,1
296,1984,57,1
408,1984,57,1
1310,2009,57,1
1434,2016,57,3
2516,2016,57,2
2564,2010,57,2
2930,2016,57,1
4320,2016,57,1
4321,2016,57,1
4431,2016,57,2
4718,2016,57,1
4725,2016,57,1
4734,2016,57,3
2791,2014,57,2
1331,2013,57,2
2160,1997,57,1
2160,2013,57,1
1411,1994,57,2
98BIS,1994,57,2
1BIS,1973,57,1
211,1973,57,1
361,1973,57,2
405,1973,57,1
1111,1998,57,7
2565,1998,57,7
2940,1998,57,6
1136,2008,88,2
2560,2008,88,1
2563,2015,88,1
2564,2008,88,1
2565,2008,88,3
2910,2015,88,2
2925,2015,88,1
4735,2015,88,1
4802,2015,88,1
1414,2009,57,1
1416,2009,57,1
2552,2009,57,1
2565,2009,57,1
1131,1998,57,3
1131,2004,57,2
1200,2004,57,1
1414,2004,57,1
1450,2009,57,1
1510,1998,57,2
1510,2004,57,2
1630,2004,57,2
2410,2009,57,2
2552,1998,57,1
2552,2004,57,1
2561,1998,57,4
2561,2004,57,1
2565,1999,57,3
1111,2003,57,1
1331,2003,57,1
2160,2003,57,3
2175,2003,57,1
1180,2000,57,3
1520,2000,57,2
167,2000,57,1
253,2000,57,2
2541,2000,57,1
1434,2010,57,3
1435,2010,57,2
2524,2010,57,1
2930,2010,57,1
1185,2014,57,3
1185,2016,57,1
1432,2008,57,4
1432,2015,57,2
1433,2005,57,2
1433,2015,57,1
2160,2005,57,2
2525,2008,57,1
2525,2015,57,1
2530,1999,57,1
2661,2005,57,2
2661,2015,57,2
2662,2015,57,2
2662,2010,57,3
2663,2015,57,3
2940,2015,57,1
3330,2015,57,1
3340,2015,57,1
1172,1998,57,1
1431,1998,57,1
1432,1998,57,3
1433,1998,57,2
1611,1998,57,2
1720,1998,57,4
2561,1997,57,2
2562,2011,57,1
4440,2011,57,1
4511,2011,57,1
1510,1814,57,2
4110,1814,57,1
4130,1814,57,2
4331,1814,57,2
4511,1814,57,1
1510,2017,88,1
183BIS,1990,35,3
4331,2009,57,1
4440,2009,57,1
286,1977,79,3
2640,1997,57,1
2661,2006,57,3
2662,2006,57,5
2925,2006,57,5
1220,2001,57,3
1418,2001,57,3
1530,2001,57,4
1611,2001,57,2
1630,2001,57,2
2530,2001,57,2
2567,2001,57,1
1111,1983,57,1
1131,2008,57,2
1150,2008,57,2
1172,2008,57,1
12,1983,57,1
120,1983,57,2
1200,2008,57,2
1220,2008,57,1
1416,2008,57,2
1418,2008,57,4
1432,1983,57,1
1530,2008,57,4
1611,2008,57,2
211,1983,57,1
2524,2008,57,1
2530,2008,57,1
2531,2008,57,1
2663,2008,57,1
89BIS,1983,57,2
1180,2003,57,2
1212,2003,57,2
1412,2003,57,2
1414,2003,57,3
1416,2003,57,3
1432,2003,57,5
1433,2003,57,2
1434,2003,57,4
1520,2003,57,2
1611,2003,57,2
167,2003,57,3
1720,2001,57,4
211,1996,57,2
261,1996,57,1
2660,2003,57,2
2661,2003,57,3
2662,2003,57,4
2750,2003,57,1
2915,2001,57,2
286,1983,57,1
2567,2004,57,1
1158,2002,57,1
1175,2002,57,1
1418,1814,57,3
1433,2002,57,2
1450,2002,57,2
2566,2002,57,2
2660,2002,57,1
2663,2002,57,1
2663,2018,57,1
288,1980,57,1
1131,2010,57,4
1200,2010,57,2
1432,2010,57,3
1433,2010,57,3
1510,2010,57,1
1611,2010,57,4
1630,2010,57,2
2630,2010,57,1
2910,2010,57,2
2920,2010,57,7
2925,2010,57,2
4140,2016,57,2
4330,2016,57,2
4331,2016,57,4
4510,2016,57,3
2250,1974,33,1
2255,1974,33,1
1158,2007,57,1
1530,2007,57,7
2660,2007,57,1
2661,2001,57,4
2915,2007,57,1
95,2007,57,1
98BIS,2001,57,2
1434,2007,57,6
167,2007,57,6
2510,2003,57,2
2510,2007,57,6
2710,1814,57,2
286,2007,57,1
322,2003,57,3
322,2007,57,9
329,2007,57,1
98BIS,2007,57,1
2515,1814,57,5
2565,2000,57,2
2567,2000,57,2
2575,2000,57,2
2940,2000,57,3
1510,2000,57,1
1612,2000,57,1
2570,2000,57,1
2662,2000,57,2
2915,2000,57,3
253,1976,57,1
195,1998,57,2
2921,1998,57,2
2560,1996,57,4
1510,2003,57,3
2661,1996,57,2
2662,1996,57,2
355,1996,57,1
2713,1975,57,1
1180,2005,57,3
1432,2005,57,3
1530,2005,57,3
2450,1984,57,1
2910,2005,57,6
2925,2005,57,2
2930,2005,57,1
329,2005,57,1
1412,2008,57,1
1434,2008,57,5
1450,2008,57,1
1455,1995,57,1
1520,2008,57,3
153BIS,1995,57,1
211,1995,57,1
2260,1995,57,1
2410,2008,57,1
2523,1995,57,1
253,1995,57,1
2575,1995,57,2
2661,1995,57,1
81,1995,57,1
81BIS,1995,57,1
2565,2010,57,2
2510,2000,57,1
2510,2001,57,3
2515,1989,57,2
4220,2001,57,1
1434,1996,57,2
2510,1996,57,3
2930,1996,57,1
2524,2003,57,1
2930,2003,57,1
4220,2003,57,1
4331,2003,57,1
1510,1993,57,2
253,1993,57,3
3,1993,57,1
2712,1991,57,1
33BIS,1991,57,1
255,1971,57,1
2711,2009,57,1
3550,2014,57,1
2518,1991,57,1
1520,1999,57,1
2521,1999,57,1
253,1999,57,3
2915,1999,57,2
2662,2001,57,2
2930,2000,57,1
98BIS,2000,57,1
167,2001,57,1
2515,2001,57,3
2566,2001,57,2
95,1996,57,1
98BIS,1996,57,1
1530,2003,57,5
1532,2001,57,1
2160,2001,57,1
2410,2001,57,2
4734,2001,57,1
1530,2002,57,5
1416,2000,57,1
1450,2000,57,1
2524,2000,57,1
2530,2000,57,1
2552,2000,57,1
2661,2000,57,2
1173,2007,57,1
1180,2007,57,1
1220,2007,57,1
1531,2007,57,1
2260,2007,57,3
2410,2007,57,3
2415,2007,57,1
2552,2007,57,1
2560,2006,57,1
2920,2006,57,5
355,1985,57,1
385QUA,1986,57,1
2712,1980,57,1
2713,1980,57,1
2791,1980,57,1
281,1980,57,2
286,1980,57,1
328BIS,1980,57,2
1172,2004,57,1
1433,2004,57,2
1520,2004,57,1
1521,2004,57,1
1523,2004,57,2
2661,2004,57,1
2915,2004,57,1
4801,2014,57,1
2450,1990,57,1
2910,1990,57,1
286,2002,57,2
98BIS,2002,57,4
1131,1995,57,1
1412,1995,57,1
1414,2008,57,1
2920,1995,57,1
286,2001,57,1
2517,2001,57,1
1412,2010,57,2
2253,2002,57,1
2661,2010,57,3
2663,2010,57,2
1434,1998,57,2
211,1998,57,1
2517,2016,57,3
2760,2011,57,1
3540,2016,57,1
2710,2016,57,2
2710,2002,57,1
2510,2005,57,3
2515,2005,57,1
2517,2005,57,1
2930,1814,57,2
2712,2005,57,1
2715,2003,57,1
2716,2003,57,1
2710,2013,88,13
2710,2011,88,3
2240,2007,57,1
3510,2019,57,1
3532,2019,57,1
3550,2019,57,1
1611,2000,57,1
1630,2000,57,1
2710,2015,57,7
2711,2015,57,1
2712,2015,57,2
2713,2015,57,3
2791,2015,57,4
1530,2004,57,3
2716,2004,57,1
1414,2015,57,1
2560,2015,57,1
2561,2015,57,1
2910,2015,57,2
153BIS,1996,57,3
253,1994,57,2
2910,2016,57,4
1530,2017,57,4
1532,2017,57,4
2661,2017,57,3
2662,2017,57,4
2663,2007,57,4
2663,2017,57,6
2910,2017,57,3
120,1814,57,2
153BIS,1814,57,3
183BIS,1814,57,2
217,1814,57,2
2170,2000,57,1
2171,2000,57,1
1220,2011,57,2
1412,2011,57,1
1432,2011,57,1
1434,2011,57,2
211,1968,57,1
2713,2011,57,2
281,1968,57,1
286,1968,57,2
405,1987,57,1
406,1987,57,1
81,1987,57,1
2760,2016,57,2
2712,2020,88,1
2750,2001,57,1
1131,2006,57,1
2565,2006,57,1
2575,2006,57,1
1433,2007,57,1
1511,1979,57,1
2220,1979,57,1
2221,1979,57,1
2921,1979,57,1
2925,1979,57,1
4735,1979,57,1
2925,1814,57,2
1180,1993,57,1
1510,2018,57,1
1510,2019,57,1
1510,2015,57,1
2925,2015,57,1
167,1814,57,2
2101,2015,56,1
2102,2015,56,2
2111,2015,56,4
1432,1992,24,1
1530,1992,24,1
2410,1992,24,1
2910,1992,24,1
2920,1992,24,2
2940,1992,24,1
2510,2008,57,2
2517,2008,57,3
286,1974,57,1
167,2010,57,3
2710,2010,57,1
2714,2013,57,1
2718,2013,57,1
286,2010,57,1
98BIS,1814,57,2
286,1982,57,1
1158,2009,57,1
1418,2009,57,1
1433,2009,57,2
2564,2009,57,1
2660,2009,57,1
2661,2009,57,2
2663,2009,57,2
2925,2009,57,2
2410,2010,57,1
2415,2010,57,1
2560,2010,57,2
1532,2011,57,1
2560,2011,57,2
2910,2011,57,1
2925,2011,57,1
2515,2009,57,2
2517,2009,57,2
2710,2013,57,4
2515,2011,57,2
2517,2011,57,3
2521,2011,57,1
355,1993,88,4
81QUA,1993,88,3
2415,1814,24,2
1173,2012,57,3
1175,2012,57,1
1435,2012,57,3
1520,2012,57,1
2515,2012,57,1
2516,2012,57,1
2517,2012,57,1
2518,2012,57,1
2521,2012,57,2
2910,2012,57,3
2915,2012,57,1
2980,2005,57,2
2980,2007,57,4
2980,2010,57,3
2980,2009,57,3
2517,2018,24,1
2521,2018,24,1
2915,2018,24,1
4734,2018,24,1
4801,2018,24,1
2980,2008,57,2
2980,2012,57,1
2980,2011,57,2
2710,1997,57,2
1435,2017,57,1
2510,2017,57,2
2515,2017,57,3
4210,2017,57,1
2712,2014,24,3
286,1996,24,6
2980,2018,57,2
2518,2016,57,1
2710,1991,57,1
268BIS,1993,57,2
2710,1993,57,5
1172,2017,57,1
2160,2019,57,1
2260,2017,57,2
1630,2016,57,2
2660,2016,57,1
2662,2016,57,2
2921,2016,57,2
4802,2016,57,4
1510,2016,57,2
2661,2016,57,2
4511,2016,57,2
2171,2015,57,1
2260,2015,57,1
2790,2015,57,2
3510,2015,57,2
3532,2015,57,2
3550,2015,57,2
2760,2013,57,1
2760,2018,57,2
2210,1972,57,1
2221,1972,57,1
2781,2018,88,1
2910,2018,88,1
2160,2014,32,1
2260,2014,32,1
2910,2014,32,2
2760,2018,88,1
1311,2004,24,1
2712,2016,33,5
2713,2016,33,7
286,1985,33,1
1131,1992,88,1
1150,2002,88,1
1432,2002,88,4
1521,2002,88,1
1530,2002,88,5
2415,2002,88,2
253,1992,88,1
261BIS,1992,88,1
67,1992,88,1
81BIS,1992,88,2
81QUA,1992,88,3
81TER,1992,88,5
1530,2000,88,8
2415,1992,88,6
2415,1994,88,4
1532,2011,88,3
2560,2007,88,1
2711,2007,88,2
2712,2011,88,3
2713,2011,88,8
2718,2012,88,1
2791,2012,88,1
286,1976,88,1
1611,2010,88,1
2220,2014,88,1
2230,1998,88,1
2752,2010,88,1
2910,1998,88,5
2921,1998,88,1
4422,2017,88,1
4441,2017,88,1
4510,2017,88,2
4710,2017,88,1
4735,2010,88,1
1532,1992,88,2
2410,1992,88,2
4510,1992,88,1
1BIS,1991,88,1
211,1991,88,2
251,1991,88,1
272,1991,88,1
281,1991,88,1
285,1991,88,1
405,1991,88,2
406,1991,88,1
1520,2001,88,2
2515,2016,88,3
2515,2001,88,6
2516,2016,88,1
2517,2016,88,1
2521,2001,88,2
2910,2001,88,11
4801,2016,88,3
1520,1996,88,2
1520,1997,88,3
2521,1996,88,2
2521,1997,88,3
2915,1996,88,2
2915,1997,88,4
2920,1996,88,1
120,1994,88,2
1520,1994,88,2
183BIS,1994,88,2
253,1994,88,3
89,1994,88,1
89BIS,1994,88,1
1434,1998,88,1
1510,1998,88,1
167,1998,88,2
2662,1998,88,7
2930,1998,88,1
1434,2002,88,2
1715,2007,88,1
2260,2002,88,2
2440,2002,88,2
2445,2002,88,1
2920,2002,88,7
2925,2002,88,5
330,1982,88,1
2410,1998,88,4
2415,1998,88,3
1180,1999,88,1
1530,1999,88,4
2445,1999,88,2
2450,1999,88,2
2910,1999,88,6
2920,1999,88,5
1434,1999,88,1
2260,1999,88,1
2510,1997,88,3
1131,1999,88,2
2564,1999,88,1
2575,1999,88,1
2661,1999,88,3
2662,1999,88,4
2921,1814,88,18
2921,2014,88,2
2925,1999,88,3
2940,1999,88,2
1434,1996,88,1
1530,2010,88,1
1715,2010,88,1
2171,1999,88,1
2260,2009,88,1
2440,2009,88,1
2445,1996,88,1
2450,2009,88,2
2780,1999,88,1
2910,2012,88,1
2921,2009,88,3
2921,2005,88,3
2925,2010,88,2
2560,1999,88,1
2565,1999,88,1
2566,1999,88,1
1530,2001,88,4
1530,2008,88,4
2330,2001,88,5
2330,2008,88,2
2910,2008,88,3
2915,2001,88,3
2915,2008,88,1
2920,2008,88,3
2925,2008,88,1
4441,2008,88,2
1180,2002,88,3
2560,2002,88,3
2910,2002,88,4
1172,2001,88,1
1200,2001,88,2
1510,2001,88,1
1510,2008,88,2
4510,2008,88,1
1131,2005,88,1
1180,2009,88,1
2560,1994,88,1
2564,2005,88,2
2565,2005,88,1
2565,2009,88,1
2920,2009,88,5
355,1994,88,1
361,1994,88,2
211,2001,88,1
253,2001,88,1
1532,2013,88,1
1532,2018,88,2
2410,2018,88,2
2415,1996,88,1
1531,2000,88,4
2415,1995,88,2
355,1995,88,3
81,1995,88,2
1530,1993,88,1
2415,1993,88,7
2565,2003,88,2
2566,2003,88,1
2575,2003,88,1
2910,2003,88,12
2920,2003,88,10
2940,2003,88,6
2515,1999,88,2
2521,1999,88,1
2915,1999,88,2
81,1992,88,3
2170,2011,24,2
2713,2011,24,4
322,2000,24,2
329,2000,24,1
98BIS,2000,24,1
286,1999,24,1
1136,2000,88,3
1432,2000,88,5
1434,2000,88,1
2230,2000,88,2
2910,1986,88,1
2920,2000,88,16
361,1986,88,1
1510,1999,88,1
2415,1991,88,1
253,1991,88,2
81,1991,88,1
96,1991,88,1
2510,1998,88,1
2515,1814,88,4
1180,2000,88,3
1412,2000,88,2
153BIS,1993,88,2
1715,2008,88,1
211,2000,88,2
253,1993,88,6
2771,2000,88,1
322,1994,88,1
322,1993,88,1
322,2000,88,3
4718,2000,88,1
89,1993,88,2
1720,1999,88,5
2567,1996,88,1
2575,1996,88,1
361,1996,88,1
405,1996,88,1
1715,2009,88,3
1414,2003,88,2
1414,2013,88,1
1530,2003,88,9
1530,2013,88,2
1715,2013,88,1
2440,2003,88,2
2440,2013,88,1
2445,2003,88,3
2445,2013,88,2
2910,2013,88,1
81,1994,88,1
1412,2008,24,8
1432,2008,24,17
1434,1814,24,3
2515,2008,24,9
2515,2013,24,3
2516,2013,24,1
2516,2008,24,2
2517,2013,24,6
2910,2013,24,2
2920,2008,24,13
2930,1814,24,1
4718,2016,24,4
4719,2016,24,2
4725,2016,24,2
1511,2011,88,1
261BIS,1993,88,2
2910,2019,88,1
3,1993,88,2
361,1993,88,4
1212,2004,88,1
1212,1994,88,1
1432,2004,88,1
1510,1994,88,1
1510,2004,88,1
2660,1994,88,1
2660,2004,88,1
2661,2004,88,3
2661,1994,88,1
2662,2004,88,1
2910,2004,88,6
2920,2004,88,6
2921,2004,88,2
2925,1994,88,1
1180,1997,88,2
2311,1997,88,2
2330,1997,88,2
395,1994,88,2
1432,2007,88,1
1434,2001,88,2
1434,2007,88,1
1435,2011,88,1
1530,2007,88,3
167,2007,88,4
167,1989,88,1
2515,2007,88,2
2517,2007,88,1
2517,2001,88,1
2663,2007,88,2
2711,2011,88,3
2713,2007,88,2
2714,2007,88,3
2715,2007,88,1
2791,2007,88,1
286,2007,88,1
2910,2007,88,6
2920,2011,88,3
2920,2007,88,4
2930,2001,88,2
322,2001,88,1
322,2007,88,3
4718,2007,88,2
1158,1987,88,1
1414,2007,88,2
1418,2007,88,1
2661,1987,88,1
2661,1996,88,1
2662,1996,88,1
2663,1996,88,1
2710,1992,88,3
1715,1814,88,2
385QUA,1814,88,1
1432,2003,88,3
1710,2005,88,1
2430,2003,88,1
2640,2003,88,1
329,2003,88,1
81QUA,1994,88,1
2410,2000,88,3
2712,1999,88,3
2712,1995,88,1
286,1995,88,1
1450,1992,88,1
153BIS,1992,88,1
2661,1992,88,1
2662,1992,88,1
2925,1992,88,1
355,1986,88,3
361,1992,88,2
1131,2009,88,1
1172,2009,88,1
1433,1814,88,2
1433,2009,88,1
1510,2009,88,1
153BIS,1991,88,1
1611,2009,88,1
1630,2009,88,1
2315,2009,88,1
253,1979,88,1
253,1987,88,1
261,1991,88,1
2660,2009,88,1
2661,2009,88,3
2910,2009,88,3
31BIS,1991,88,1
361,1991,88,1
382,1991,88,1
412,1991,88,1
2910,1995,88,1
2925,1995,88,1
3643,2014,88,1
405,1993,88,4
1432,1998,88,1
1520,1998,88,2
1530,1998,88,2
2260,1998,88,3
361,1995,88,3
81BIS,1995,88,2
1172,2003,88,1
2330,2003,88,1
2410,1993,88,2
4510,2018,88,1
1412,1990,88,1
1414,2000,88,1
1432,1984,88,1
1510,2018,88,1
1532,1984,88,1
153BIS,1984,88,1
2410,1960,88,1
2910,1984,88,1
2925,2004,88,1
2940,2000,88,3
2521,1977,88,1
2915,2016,88,1
2510,1999,88,2
2510,1993,88,3
2515,1993,88,1
2510,2006,88,1
2515,2006,88,1
2510,2008,88,1
2515,2015,24,3
2515,2006,24,4
2518,2015,24,1
2510,2010,88,2
2510,2001,88,5
2510,2013,88,3
2515,2013,88,2
2510,2007,88,5
2510,1994,88,2
2510,2000,88,1
2510,2002,88,2
2510,1989,88,1
2510,2016,88,2
2510,2003,88,1
2515,2002,88,1
2410,2002,88,3
2940,2002,88,3
1136,2010,88,2
1220,2003,88,1
1510,2010,88,2
1511,2010,88,1
2220,2001,88,1
2220,2017,88,1
2221,2001,88,1
2221,2017,88,1
2230,2001,88,1
2662,2001,88,1
2662,2010,88,2
2910,2010,88,3
2920,2010,88,4
2925,2001,88,3
4735,2017,88,1
4802,2017,88,1
2661,2007,88,2
2663,2011,88,2
2915,2007,88,2
98BIS,2007,88,1
81,1993,88,3
2560,2000,88,5
2565,2000,88,5
2910,2000,88,6
2940,1996,88,1
1180,2004,88,2
1530,2004,88,2
2410,2004,88,2
2415,1976,88,1
2415,2004,88,2
1412,2003,88,1
2340,2003,88,1
2345,2003,88,1
2510,1996,88,1
2515,1996,88,1
120,1984,88,1
1414,1997,88,1
1434,1994,88,1
1532,1971,88,1
211,1984,88,1
2410,1971,88,1
254,1976,88,1
255,1976,88,2
2910,1997,88,2
2925,1997,88,4
2940,1964,88,2
33BIS,1976,88,1
1185,2017,88,2
2450,1998,88,1
2560,2009,88,1
2563,2009,88,1
2564,2009,88,1
2661,1998,88,4
2662,2009,88,1
2663,2009,88,1
2940,2004,88,3
2440,1814,88,1
2410,1974,88,1
2415,2001,88,4
1530,1963,88,1
2910,1963,88,1
405,1963,88,1
81,1963,88,1
89,1992,88,1
2710,2002,88,9
286,2003,88,2
2510,2004,88,4
2712,2003,88,1
2713,2003,88,1
2515,2004,88,2
286,1990,24,4
2210,2004,88,1
2221,2004,88,1
2355,2004,88,1
2663,2005,88,1
2925,2005,88,3
1180,1965,88,1
1432,1965,88,1
1510,1965,88,1
2311,1965,88,1
2321,1965,88,1
2910,1965,88,1
2920,1965,88,1
2925,1965,88,1
1432,2005,88,3
1520,2005,88,1
2521,2005,88,1
2910,2005,88,3
2915,2005,88,1
2920,2005,88,3
1510,2006,88,1
1510,2005,88,2
1530,2005,88,1
1530,2006,88,2
2663,2006,88,1
1412,2013,88,1
1432,2013,88,1
2445,2006,88,1
2661,2013,88,2
2662,2013,88,2
4718,2006,88,1
2710,2005,88,1
2340,2007,88,1
2718,2007,88,1
1510,1814,88,1
1530,1814,88,2
2662,1814,88,1
2663,1814,88,2
2925,1814,88,1
2710,2008,88,3
1131,2003,24,2
1412,2003,24,2
1432,2003,24,3
1434,2003,24,3
1530,2003,24,3
2410,2003,24,3
2415,2003,24,2
1432,2010,88,2
1434,2010,88,1
1532,2010,88,2
2260,2010,88,1
2710,2010,88,3
2711,2010,88,3
2714,2010,88,2
2760,2010,88,1
2791,2010,88,1
2510,2012,88,2
2515,2012,88,2
2510,2011,88,4
2718,2019,88,1
2790,2019,88,1
2791,2011,88,3
2980,2009,88,1
2710,1996,88,6
2980,2013,88,3
2760,1997,88,1
2710,1999,88,5
2102,2015,88,1
3660,2015,88,1
2510,2018,24,1
120,1999,24,1
217,1999,24,1
286,1991,24,3
286,1992,24,1
1530,2008,24,14
2410,2008,24,5
2415,2004,24,1
2940,2008,24,5
1434,2008,24,14
1715,2008,24,3
2440,2008,24,2
2910,2008,24,10
1432,2011,24,13
1530,2011,24,5
1611,2011,24,2
1630,2011,24,3
1715,2011,24,1
1720,2005,24,1
2440,2011,24,1
2910,2011,24,5
2910,2014,24,2
167,1992,24,2
356,1992,24,1
357,1992,24,1
1160,1993,24,1
1180,2008,24,1
1414,2008,24,1
1611,2008,24,2
1715,2010,24,1
253,1993,24,1
2910,2006,24,2
2921,2008,24,2
329,2008,24,2
1220,2008,24,4
1520,2008,24,5
2520,2008,24,3
2662,2008,24,2
2925,2008,24,6
2711,1986,24,1
2713,2019,24,1
1432,1977,24,1
1435,1977,24,1
2250,1977,24,1
2255,1977,24,1
2910,1977,24,1
2921,1977,24,1
286,1814,24,5
2751,1997,24,1
1172,2015,24,1
1173,2015,24,1
1200,2006,24,2
1200,2015,24,2
2662,2015,24,1
2415,1988,24,1
272BIS,1988,24,1
81BIS,1988,24,1
81TER,1988,24,1
1220,2009,24,1
1432,1991,24,1
2712,2013,24,2
286,2009,24,4
2910,2009,24,5
98BIS,2009,24,3
1111,2010,24,2
1131,2010,24,2
1172,2010,24,3
1611,2010,24,1
2565,2010,24,3
2570,1989,24,1
2940,2010,24,4
4718,2015,24,1
2510,2011,24,7
2515,2014,24,7
2517,2014,24,8
1435,2011,24,9
2515,2011,24,10
2510,1990,24,1
2510,1973,24,1
1432,2014,24,7
1435,2014,24,5
2510,1999,24,5
2515,1999,24,2
2920,2014,24,1
2930,2014,24,3
2510,1983,24,1
2510,2016,24,2
286,1993,24,2
1432,2015,24,1
1432,2004,24,6
1435,2015,24,4
2510,2015,24,2
2515,1814,24,2
2517,2015,24,1
2517,2004,24,1
2524,2004,24,1
2920,2004,24,5
2510,2001,24,2
2510,1980,24,1
1520,2005,24,1
2510,1997,24,3
2515,2005,24,4
2521,2005,24,2
2510,1996,24,3
1220,2002,24,1
1412,2002,24,1
1414,2002,24,1
1418,2002,24,1
1434,2004,24,5
1435,2013,24,2
2510,2002,24,8
2515,2002,24,5
2516,2002,24,1
2640,2002,24,1
2910,2002,24,1
2920,2002,24,1
2930,2002,24,2
211,1814,79,1
1432,2009,24,12
1434,2009,24,11
2510,2013,24,3
2515,2009,24,4
2930,2009,24,3
2517,2011,24,2
2510,2017,24,4
2510,2004,24,3
2515,2004,24,5
1310,2014,24,2
1432,2002,24,2
1220,1814,24,1
1418,1814,24,1
1432,1814,24,1
2510,2003,24,7
2524,1814,24,1
2920,1814,24,3
2515,2017,24,2
1432,2007,24,5
2510,2007,24,3
2510,1998,24,2
2524,1998,24,1
1520,2000,24,3
2515,2000,24,2
2521,2000,24,3
2910,2000,24,3
2915,2000,24,3
2920,2000,24,2
2510,2008,24,4
2410,2007,24,3
2415,2007,24,3
1131,2000,24,2
2260,2000,24,1
1520,1998,24,2
2515,1998,24,2
2517,1998,24,1
2521,1998,24,2
2915,1998,24,2
1434,2001,24,3
2515,2001,24,3
1411,2005,24,1
1412,2011,24,3
167,2009,24,6
2160,2011,24,1
2171,2011,24,2
2260,2009,24,3
2780,2014,24,1
2780,2011,24,2
2930,2011,24,4
322,2009,24,6
3532,2014,24,1
2517,2001,24,1
2771,2001,24,1
2910,2001,24,2
2920,2001,24,1
1412,2001,24,1
2410,2001,24,1
1434,2002,24,1
2712,2019,24,1
286,2001,24,1
1531,2005,24,1
2662,2003,24,2
2910,2003,24,3
2920,2003,24,5
2940,2003,24,2
1432,2001,24,1
